CMS SCHEDULE,YEAR,HCPCS,GEOGRAPHY,MOD,EFF_DATE,SHORTDESC,FILE_NAME,NF RATE,F RATE
3. LAB,2025,86352,NATIONAL,,2025-01-01,Cell function assay w/stim,CLFS 2025 Q1V1.csv,135.86,135.86
3. LAB,2025,86353,NATIONAL,,2025-01-01,Lymphocyte transformation,CLFS 2025 Q1V1.csv,49.03,49.03
3. LAB,2025,86355,NATIONAL,,2025-01-01,B cells total count,CLFS 2025 Q1V1.csv,37.73,37.73
3. LAB,2025,86356,NATIONAL,,2025-01-01,Mononuclear cell antigen,CLFS 2025 Q1V1.csv,26.78,26.78
3. LAB,2025,86357,NATIONAL,,2025-01-01,Nk cells total count,CLFS 2025 Q1V1.csv,37.73,37.73
3. LAB,2025,86359,NATIONAL,,2025-01-01,T cells total count,CLFS 2025 Q1V1.csv,37.73,37.73
3. LAB,2025,86360,NATIONAL,,2025-01-01,T cell absolute count/ratio,CLFS 2025 Q1V1.csv,46.98,46.98
3. LAB,2025,86361,NATIONAL,,2025-01-01,T cell absolute count,CLFS 2025 Q1V1.csv,26.78,26.78
3. LAB,2025,86362,NATIONAL,,2025-01-01,Mog-igg1 antb cba each,CLFS 2025 Q1V1.csv,12.05,12.05
3. LAB,2025,86363,NATIONAL,,2025-01-01,Mog-igg1 antb flo cytmtry ea,CLFS 2025 Q1V1.csv,37.73,37.73
3. LAB,2025,86364,NATIONAL,,2025-01-01,Tiss trnsgltmnase ea ig clas,CLFS 2025 Q1V1.csv,11.53,11.53
3. LAB,2025,86366,NATIONAL,,2025-01-01,Muscle-specific kinase antb,CLFS 2025 Q1V1.csv,18.4,18.4
3. LAB,2025,86367,NATIONAL,,2025-01-01,Stem cells total count,CLFS 2025 Q1V1.csv,77.78,77.78
3. LAB,2025,86376,NATIONAL,,2025-01-01,Microsomal antibody each,CLFS 2025 Q1V1.csv,14.55,14.55
3. LAB,2025,86381,NATIONAL,,2025-01-01,Mitochondrial antibody each,CLFS 2025 Q1V1.csv,25.45,25.45
3. LAB,2025,86382,NATIONAL,,2025-01-01,Neutralization test viral,CLFS 2025 Q1V1.csv,16.91,16.91
3. LAB,2025,86384,NATIONAL,,2025-01-01,Nitroblue tetrazolium dye,CLFS 2025 Q1V1.csv,13.61,13.61
3. LAB,2025,86386,NATIONAL,,2025-01-01,Nuclear matrix protein 22,CLFS 2025 Q1V1.csv,21.78,21.78
3. LAB,2025,86386,NATIONAL,QW,2025-01-01,Nuclear matrix protein 22,CLFS 2025 Q1V1.csv,21.78,21.78
3. LAB,2025,86403,NATIONAL,,2025-01-01,Particle agglut antbdy scrn,CLFS 2025 Q1V1.csv,11.54,11.54
3. LAB,2025,86406,NATIONAL,,2025-01-01,Particle agglut antbdy titr,CLFS 2025 Q1V1.csv,10.64,10.64
3. LAB,2025,86408,NATIONAL,,2025-01-01,Neutrlzg antb sarscov2 scr,CLFS 2025 Q1V1.csv,42.13,42.13
3. LAB,2025,86409,NATIONAL,,2025-01-01,Neutrlzg antb sarscov2 titer,CLFS 2025 Q1V1.csv,79.61,79.61
3. LAB,2025,86413,NATIONAL,,2025-01-01,Sars-cov-2 antb quantitative,CLFS 2025 Q1V1.csv,51.43,51.43
3. LAB,2025,86430,NATIONAL,,2025-01-01,Rheumatoid factor test qual,CLFS 2025 Q1V1.csv,6.14,6.14
3. LAB,2025,86431,NATIONAL,,2025-01-01,Rheumatoid factor quant,CLFS 2025 Q1V1.csv,5.67,5.67
3. LAB,2025,86480,NATIONAL,,2025-01-01,Tb test cell immun measure,CLFS 2025 Q1V1.csv,61.98,61.98
3. LAB,2025,86481,NATIONAL,,2025-01-01,Tb ag response t-cell susp,CLFS 2025 Q1V1.csv,100.0,100.0
3. LAB,2025,86581,NATIONAL,,2025-01-01,Strptcs pneum antb serot ia,CLFS 2025 Q1V1.csv,0.0,0.0
3. LAB,2025,86590,NATIONAL,,2025-01-01,Streptokinase antibody,CLFS 2025 Q1V1.csv,12.66,12.66
3. LAB,2025,86592,NATIONAL,,2025-01-01,Syphilis test non-trep qual,CLFS 2025 Q1V1.csv,4.27,4.27
3. LAB,2025,86593,NATIONAL,,2025-01-01,Syphilis test non-trep quant,CLFS 2025 Q1V1.csv,4.4,4.4
3. LAB,2025,86596,NATIONAL,,2025-01-01,Voltage-gtd ca chnl antb ea,CLFS 2025 Q1V1.csv,12.05,12.05
3. LAB,2025,86602,NATIONAL,,2025-01-01,Antinomyces antibody,CLFS 2025 Q1V1.csv,10.18,10.18
3. LAB,2025,86603,NATIONAL,,2025-01-01,Adenovirus antibody,CLFS 2025 Q1V1.csv,12.87,12.87
3. LAB,2025,86606,NATIONAL,,2025-01-01,Aspergillus antibody,CLFS 2025 Q1V1.csv,15.05,15.05
3. LAB,2025,86609,NATIONAL,,2025-01-01,Bacterium antibody,CLFS 2025 Q1V1.csv,12.88,12.88
3. LAB,2025,86611,NATIONAL,,2025-01-01,Bartonella antibody,CLFS 2025 Q1V1.csv,10.18,10.18
3. LAB,2025,86612,NATIONAL,,2025-01-01,Blastomyces antibody,CLFS 2025 Q1V1.csv,12.9,12.9
3. LAB,2025,86615,NATIONAL,,2025-01-01,Bordetella antibody,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86617,NATIONAL,,2025-01-01,Lyme disease antibody,CLFS 2025 Q1V1.csv,15.49,15.49
3. LAB,2025,86618,NATIONAL,,2025-01-01,Lyme disease antibody,CLFS 2025 Q1V1.csv,17.03,17.03
3. LAB,2025,86618,NATIONAL,QW,2025-01-01,Lyme disease antibody,CLFS 2025 Q1V1.csv,17.03,17.03
3. LAB,2025,86619,NATIONAL,,2025-01-01,Borrelia antibody,CLFS 2025 Q1V1.csv,13.38,13.38
3. LAB,2025,86622,NATIONAL,,2025-01-01,Brucella antibody,CLFS 2025 Q1V1.csv,8.93,8.93
3. LAB,2025,86625,NATIONAL,,2025-01-01,Campylobacter antibody,CLFS 2025 Q1V1.csv,13.12,13.12
3. LAB,2025,86628,NATIONAL,,2025-01-01,Candida antibody,CLFS 2025 Q1V1.csv,12.01,12.01
3. LAB,2025,86631,NATIONAL,,2025-01-01,Chlamydia antibody,CLFS 2025 Q1V1.csv,11.82,11.82
3. LAB,2025,86632,NATIONAL,,2025-01-01,Chlamydia igm antibody,CLFS 2025 Q1V1.csv,12.68,12.68
3. LAB,2025,86635,NATIONAL,,2025-01-01,Coccidioides antibody,CLFS 2025 Q1V1.csv,11.47,11.47
3. LAB,2025,86638,NATIONAL,,2025-01-01,Q fever antibody,CLFS 2025 Q1V1.csv,12.12,12.12
3. LAB,2025,86641,NATIONAL,,2025-01-01,Cryptococcus antibody,CLFS 2025 Q1V1.csv,14.41,14.41
3. LAB,2025,86644,NATIONAL,,2025-01-01,Cmv antibody,CLFS 2025 Q1V1.csv,14.39,14.39
3. LAB,2025,86645,NATIONAL,,2025-01-01,Cmv antibody igm,CLFS 2025 Q1V1.csv,16.85,16.85
3. LAB,2025,86648,NATIONAL,,2025-01-01,Diphtheria antibody,CLFS 2025 Q1V1.csv,15.21,15.21
3. LAB,2025,86651,NATIONAL,,2025-01-01,Encephalitis californ antbdy,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86652,NATIONAL,,2025-01-01,Encephaltis east eqne anbdy,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86653,NATIONAL,,2025-01-01,Encephaltis st louis antbody,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86654,NATIONAL,,2025-01-01,Encephaltis west eqne antbdy,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86658,NATIONAL,,2025-01-01,Enterovirus antibody,CLFS 2025 Q1V1.csv,13.03,13.03
3. LAB,2025,86663,NATIONAL,,2025-01-01,Epstein-barr antibody,CLFS 2025 Q1V1.csv,13.12,13.12
3. LAB,2025,86664,NATIONAL,,2025-01-01,Epstein-barr nuclear antigen,CLFS 2025 Q1V1.csv,15.29,15.29
3. LAB,2025,86665,NATIONAL,,2025-01-01,Epstein-barr capsid vca,CLFS 2025 Q1V1.csv,18.14,18.14
3. LAB,2025,86666,NATIONAL,,2025-01-01,Ehrlichia antibody,CLFS 2025 Q1V1.csv,10.18,10.18
3. LAB,2025,86668,NATIONAL,,2025-01-01,Francisella tularensis,CLFS 2025 Q1V1.csv,14.16,14.16
3. LAB,2025,86671,NATIONAL,,2025-01-01,Fungus nes antibody,CLFS 2025 Q1V1.csv,12.25,12.25
3. LAB,2025,86674,NATIONAL,,2025-01-01,Giardia lamblia antibody,CLFS 2025 Q1V1.csv,14.72,14.72
3. LAB,2025,86677,NATIONAL,,2025-01-01,Helicobacter pylori antibody,CLFS 2025 Q1V1.csv,16.85,16.85
3. LAB,2025,86682,NATIONAL,,2025-01-01,Helminth antibody,CLFS 2025 Q1V1.csv,13.01,13.01
3. LAB,2025,86684,NATIONAL,,2025-01-01,Hemophilus influenza antibdy,CLFS 2025 Q1V1.csv,15.84,15.84
3. LAB,2025,86687,NATIONAL,,2025-01-01,Htlv-i antibody,CLFS 2025 Q1V1.csv,9.09,9.09
3. LAB,2025,86688,NATIONAL,,2025-01-01,Htlv-ii antibody,CLFS 2025 Q1V1.csv,14.0,14.0
3. LAB,2025,86689,NATIONAL,,2025-01-01,Htlv/hiv confirmj antibody,CLFS 2025 Q1V1.csv,19.35,19.35
3. LAB,2025,86692,NATIONAL,,2025-01-01,Hepatitis delta agent antbdy,CLFS 2025 Q1V1.csv,17.16,17.16
3. LAB,2025,86694,NATIONAL,,2025-01-01,Herpes simplex nes antbdy,CLFS 2025 Q1V1.csv,14.39,14.39
3. LAB,2025,86695,NATIONAL,,2025-01-01,Herpes simplex type 1 test,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86696,NATIONAL,,2025-01-01,Herpes simplex type 2 test,CLFS 2025 Q1V1.csv,19.35,19.35
3. LAB,2025,86698,NATIONAL,,2025-01-01,Histoplasma antibody,CLFS 2025 Q1V1.csv,13.79,13.79
3. LAB,2025,86701,NATIONAL,,2025-01-01,Hiv-1antibody,CLFS 2025 Q1V1.csv,8.89,8.89
3. LAB,2025,86701,NATIONAL,QW,2025-01-01,Hiv-1antibody,CLFS 2025 Q1V1.csv,8.89,8.89
3. LAB,2025,86702,NATIONAL,,2025-01-01,Hiv-2 antibody,CLFS 2025 Q1V1.csv,13.52,13.52
3. LAB,2025,86703,NATIONAL,,2025-01-01,Hiv-1/hiv-2 1 result antbdy,CLFS 2025 Q1V1.csv,13.71,13.71
3. LAB,2025,86704,NATIONAL,,2025-01-01,Hep b core antibody total,CLFS 2025 Q1V1.csv,12.05,12.05
3. LAB,2025,86705,NATIONAL,,2025-01-01,Hep b core antibody igm,CLFS 2025 Q1V1.csv,11.77,11.77
3. LAB,2025,86706,NATIONAL,,2025-01-01,Hep b surface antibody,CLFS 2025 Q1V1.csv,10.74,10.74
3. LAB,2025,86707,NATIONAL,,2025-01-01,Hepatitis be antibody,CLFS 2025 Q1V1.csv,11.57,11.57
3. LAB,2025,86708,NATIONAL,,2025-01-01,Hepatitis a antibody,CLFS 2025 Q1V1.csv,12.39,12.39
3. LAB,2025,86709,NATIONAL,,2025-01-01,Hepatitis a igm antibody,CLFS 2025 Q1V1.csv,11.26,11.26
3. LAB,2025,86710,NATIONAL,,2025-01-01,Influenza virus antibody,CLFS 2025 Q1V1.csv,13.55,13.55
3. LAB,2025,86711,NATIONAL,,2025-01-01,John cunningham antibody,CLFS 2025 Q1V1.csv,16.89,16.89
3. LAB,2025,86713,NATIONAL,,2025-01-01,Legionella antibody,CLFS 2025 Q1V1.csv,15.3,15.3
3. LAB,2025,86717,NATIONAL,,2025-01-01,Leishmania antibody,CLFS 2025 Q1V1.csv,12.25,12.25
3. LAB,2025,86720,NATIONAL,,2025-01-01,Leptospira antibody,CLFS 2025 Q1V1.csv,16.2,16.2
3. LAB,2025,86723,NATIONAL,,2025-01-01,Listeria monocytogenes,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86727,NATIONAL,,2025-01-01,Lymph choriomeningitis ab,CLFS 2025 Q1V1.csv,12.87,12.87
3. LAB,2025,86732,NATIONAL,,2025-01-01,Mucormycosis antibody,CLFS 2025 Q1V1.csv,15.0,15.0
3. LAB,2025,86735,NATIONAL,,2025-01-01,Mumps antibody,CLFS 2025 Q1V1.csv,13.05,13.05
3. LAB,2025,86738,NATIONAL,,2025-01-01,Mycoplasma antibody,CLFS 2025 Q1V1.csv,13.24,13.24
3. LAB,2025,86741,NATIONAL,,2025-01-01,Neisseria meningitidis,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86744,NATIONAL,,2025-01-01,Nocardia antibody,CLFS 2025 Q1V1.csv,15.99,15.99
3. LAB,2025,86747,NATIONAL,,2025-01-01,Parvovirus antibody,CLFS 2025 Q1V1.csv,15.03,15.03
3. LAB,2025,86750,NATIONAL,,2025-01-01,Malaria antibody,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86753,NATIONAL,,2025-01-01,Protozoa antibody nos,CLFS 2025 Q1V1.csv,12.39,12.39
3. LAB,2025,86756,NATIONAL,,2025-01-01,Respiratory virus antibody,CLFS 2025 Q1V1.csv,15.89,15.89
3. LAB,2025,86757,NATIONAL,,2025-01-01,Rickettsia antibody,CLFS 2025 Q1V1.csv,19.35,19.35
3. LAB,2025,86759,NATIONAL,,2025-01-01,Rotavirus antibody,CLFS 2025 Q1V1.csv,18.23,18.23
3. LAB,2025,86762,NATIONAL,,2025-01-01,Rubella antibody,CLFS 2025 Q1V1.csv,14.39,14.39
3. LAB,2025,86765,NATIONAL,,2025-01-01,Rubeola antibody,CLFS 2025 Q1V1.csv,12.88,12.88
3. LAB,2025,86768,NATIONAL,,2025-01-01,Salmonella antibody,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86769,NATIONAL,,2025-01-01,Sars-cov-2 covid-19 antibody,CLFS 2025 Q1V1.csv,42.13,42.13
3. LAB,2025,86771,NATIONAL,,2025-01-01,Shigella antibody,CLFS 2025 Q1V1.csv,24.48,24.48
3. LAB,2025,86774,NATIONAL,,2025-01-01,Tetanus antibody,CLFS 2025 Q1V1.csv,14.8,14.8
3. LAB,2025,86777,NATIONAL,,2025-01-01,Toxoplasma antibody,CLFS 2025 Q1V1.csv,14.39,14.39
3. LAB,2025,86778,NATIONAL,,2025-01-01,Toxoplasma antibody igm,CLFS 2025 Q1V1.csv,14.41,14.41
3. LAB,2025,86780,NATIONAL,,2025-01-01,Treponema pallidum,CLFS 2025 Q1V1.csv,13.24,13.24
3. LAB,2025,86780,NATIONAL,QW,2025-01-01,Treponema pallidum,CLFS 2025 Q1V1.csv,13.24,13.24
3. LAB,2025,86784,NATIONAL,,2025-01-01,Trichinella antibody,CLFS 2025 Q1V1.csv,12.56,12.56
3. LAB,2025,86787,NATIONAL,,2025-01-01,Varicella-zoster antibody,CLFS 2025 Q1V1.csv,12.88,12.88
3. LAB,2025,86788,NATIONAL,,2025-01-01,West nile virus ab igm,CLFS 2025 Q1V1.csv,16.85,16.85
3. LAB,2025,86789,NATIONAL,,2025-01-01,West nile virus antibody,CLFS 2025 Q1V1.csv,14.39,14.39
3. LAB,2025,86790,NATIONAL,,2025-01-01,Virus antibody nos,CLFS 2025 Q1V1.csv,12.88,12.88
3. LAB,2025,86793,NATIONAL,,2025-01-01,Yersinia antibody,CLFS 2025 Q1V1.csv,13.19,13.19
3. LAB,2025,86794,NATIONAL,,2025-01-01,Zika virus igm antibody,CLFS 2025 Q1V1.csv,16.85,16.85
3. LAB,2025,86800,NATIONAL,,2025-01-01,Thyroglobulin antibody,CLFS 2025 Q1V1.csv,15.91,15.91
3. LAB,2025,86803,NATIONAL,,2025-01-01,Hepatitis c ab test,CLFS 2025 Q1V1.csv,14.27,14.27
3. LAB,2025,86803,NATIONAL,QW,2025-01-01,Hepatitis c ab test,CLFS 2025 Q1V1.csv,14.27,14.27
3. LAB,2025,86804,NATIONAL,,2025-01-01,Hep c ab test confirm,CLFS 2025 Q1V1.csv,15.49,15.49
3. LAB,2025,86805,NATIONAL,,2025-01-01,Lymphocytotoxicity assay,CLFS 2025 Q1V1.csv,189.51,189.51
3. LAB,2025,86806,NATIONAL,,2025-01-01,Lymphocytotoxicity assay,CLFS 2025 Q1V1.csv,47.59,47.59
3. LAB,2025,86807,NATIONAL,,2025-01-01,Cytotoxic antibody screening,CLFS 2025 Q1V1.csv,78.65,78.65
3. LAB,2025,86808,NATIONAL,,2025-01-01,Cytotoxic antibody screening,CLFS 2025 Q1V1.csv,29.68,29.68
3. LAB,2025,86812,NATIONAL,,2025-01-01,Hla typing a b or c,CLFS 2025 Q1V1.csv,25.81,25.81
3. LAB,2025,86813,NATIONAL,,2025-01-01,Hla typing a b or c,CLFS 2025 Q1V1.csv,58.0,58.0
3. LAB,2025,86816,NATIONAL,,2025-01-01,Hla typing dr/dq,CLFS 2025 Q1V1.csv,30.17,30.17
3. LAB,2025,86817,NATIONAL,,2025-01-01,Hla typing dr/dq,CLFS 2025 Q1V1.csv,106.14,106.14
3. LAB,2025,86821,NATIONAL,,2025-01-01,Lymphocyte culture mixed,CLFS 2025 Q1V1.csv,36.56,36.56
3. LAB,2025,86825,NATIONAL,,2025-01-01,Hla x-math non-cytotoxic,CLFS 2025 Q1V1.csv,109.49,109.49
3. LAB,2025,86826,NATIONAL,,2025-01-01,Hla x-match noncytotoxc addl,CLFS 2025 Q1V1.csv,36.53,36.53
3. LAB,2025,86828,NATIONAL,,2025-01-01,Hla class i&ii antibody qual,CLFS 2025 Q1V1.csv,64.19,64.19
3. LAB,2025,86829,NATIONAL,,2025-01-01,Hla class i/ii antibody qual,CLFS 2025 Q1V1.csv,64.19,64.19
3. LAB,2025,86830,NATIONAL,,2025-01-01,Hla class i phenotype qual,CLFS 2025 Q1V1.csv,95.52,95.52
3. LAB,2025,86831,NATIONAL,,2025-01-01,Hla class ii phenotype qual,CLFS 2025 Q1V1.csv,81.88,81.88
3. LAB,2025,86832,NATIONAL,,2025-01-01,Hla class i high defin qual,CLFS 2025 Q1V1.csv,323.75,323.75
3. LAB,2025,86833,NATIONAL,,2025-01-01,Hla class ii high defin qual,CLFS 2025 Q1V1.csv,325.8,325.8
3. LAB,2025,86834,NATIONAL,,2025-01-01,Hla class i semiquant panel,CLFS 2025 Q1V1.csv,357.56,357.56
3. LAB,2025,86835,NATIONAL,,2025-01-01,Hla class ii semiquant panel,CLFS 2025 Q1V1.csv,322.96,322.96
3. LAB,2025,86850,NATIONAL,,2025-01-01,Rbc antibody screen,CLFS 2025 Q1V1.csv,9.77,9.77
3. LAB,2025,86880,NATIONAL,,2025-01-01,Coombs test direct,CLFS 2025 Q1V1.csv,5.39,5.39
3. LAB,2025,86885,NATIONAL,,2025-01-01,Coombs test indirect qual,CLFS 2025 Q1V1.csv,5.72,5.72
3. LAB,2025,86886,NATIONAL,,2025-01-01,Coombs test indirect titer,CLFS 2025 Q1V1.csv,5.18,5.18
3. LAB,2025,86900,NATIONAL,,2025-01-01,Blood typing serologic abo,CLFS 2025 Q1V1.csv,2.99,2.99
3. LAB,2025,86901,NATIONAL,,2025-01-01,Blood typing serologic rh(d),CLFS 2025 Q1V1.csv,2.99,2.99
3. LAB,2025,86902,NATIONAL,,2025-01-01,Blood type antigen donor ea,CLFS 2025 Q1V1.csv,6.35,6.35
3. LAB,2025,86904,NATIONAL,,2025-01-01,Blood typing patient serum,CLFS 2025 Q1V1.csv,16.34,16.34
3. LAB,2025,86905,NATIONAL,,2025-01-01,Blood typing rbc antigens,CLFS 2025 Q1V1.csv,3.83,3.83
3. LAB,2025,86906,NATIONAL,,2025-01-01,Bld typing serologic rh phnt,CLFS 2025 Q1V1.csv,7.75,7.75
3. LAB,2025,86940,NATIONAL,,2025-01-01,Hemolysins/agglutinins auto,CLFS 2025 Q1V1.csv,8.77,8.77
3. LAB,2025,86941,NATIONAL,,2025-01-01,Hemolysins/agglutinins,CLFS 2025 Q1V1.csv,12.11,12.11
3. LAB,2025,87003,NATIONAL,,2025-01-01,Small animal inoculation,CLFS 2025 Q1V1.csv,16.84,16.84
3. LAB,2025,87015,NATIONAL,,2025-01-01,Specimen infect agnt concntj,CLFS 2025 Q1V1.csv,6.68,6.68
3. LAB,2025,87040,NATIONAL,,2025-01-01,Blood culture for bacteria,CLFS 2025 Q1V1.csv,10.32,10.32
3. LAB,2025,87045,NATIONAL,,2025-01-01,Feces culture aerobic bact,CLFS 2025 Q1V1.csv,9.44,9.44
3. LAB,2025,87046,NATIONAL,,2025-01-01,Stool cultr aerobic bact ea,CLFS 2025 Q1V1.csv,9.44,9.44
3. LAB,2025,87070,NATIONAL,,2025-01-01,Culture othr specimn aerobic,CLFS 2025 Q1V1.csv,8.62,8.62
3. LAB,2025,87071,NATIONAL,,2025-01-01,Culture aerobic quant other,CLFS 2025 Q1V1.csv,9.89,9.89
3. LAB,2025,87073,NATIONAL,,2025-01-01,Culture bacteria anaerobic,CLFS 2025 Q1V1.csv,9.66,9.66
3. LAB,2025,87075,NATIONAL,,2025-01-01,Cultr bacteria except blood,CLFS 2025 Q1V1.csv,9.47,9.47
3. LAB,2025,87076,NATIONAL,,2025-01-01,Culture anaerobe ident each,CLFS 2025 Q1V1.csv,8.08,8.08
3. LAB,2025,87077,NATIONAL,,2025-01-01,Culture aerobic identify,CLFS 2025 Q1V1.csv,8.08,8.08
3. LAB,2025,87077,NATIONAL,QW,2025-01-01,Culture aerobic identify,CLFS 2025 Q1V1.csv,8.08,8.08
3. LAB,2025,87081,NATIONAL,,2025-01-01,Culture screen only,CLFS 2025 Q1V1.csv,6.63,6.63
3. LAB,2025,87084,NATIONAL,,2025-01-01,Culture of specimen by kit,CLFS 2025 Q1V1.csv,27.07,27.07
3. LAB,2025,87086,NATIONAL,,2025-01-01,Urine culture/colony count,CLFS 2025 Q1V1.csv,8.07,8.07
3. LAB,2025,87088,NATIONAL,,2025-01-01,Urine bacteria culture,CLFS 2025 Q1V1.csv,8.09,8.09
3. LAB,2025,87101,NATIONAL,,2025-01-01,Skin fungi culture,CLFS 2025 Q1V1.csv,7.71,7.71
3. LAB,2025,87102,NATIONAL,,2025-01-01,Fungus isolation culture,CLFS 2025 Q1V1.csv,8.41,8.41
3. LAB,2025,87103,NATIONAL,,2025-01-01,Blood fungus culture,CLFS 2025 Q1V1.csv,20.46,20.46
3. LAB,2025,87106,NATIONAL,,2025-01-01,Fungi identification yeast,CLFS 2025 Q1V1.csv,10.32,10.32
3. LAB,2025,87107,NATIONAL,,2025-01-01,Fungi identification mold,CLFS 2025 Q1V1.csv,10.32,10.32
3. LAB,2025,87109,NATIONAL,,2025-01-01,Mycoplasma,CLFS 2025 Q1V1.csv,15.39,15.39
3. LAB,2025,87110,NATIONAL,,2025-01-01,Chlamydia culture,CLFS 2025 Q1V1.csv,19.6,19.6
3. LAB,2025,87116,NATIONAL,,2025-01-01,Mycobacteria culture,CLFS 2025 Q1V1.csv,10.8,10.8
3. LAB,2025,87118,NATIONAL,,2025-01-01,Mycobacteric identification,CLFS 2025 Q1V1.csv,14.61,14.61
3. LAB,2025,87140,NATIONAL,,2025-01-01,Culture type immunofluoresc,CLFS 2025 Q1V1.csv,5.57,5.57
3. LAB,2025,87143,NATIONAL,,2025-01-01,Culture typing glc/hplc,CLFS 2025 Q1V1.csv,12.52,12.52
3. LAB,2025,87147,NATIONAL,,2025-01-01,Culture type immunologic,CLFS 2025 Q1V1.csv,5.18,5.18
3. LAB,2025,87149,NATIONAL,,2025-01-01,Dna/rna direct probe,CLFS 2025 Q1V1.csv,20.05,20.05
3. LAB,2025,87150,NATIONAL,,2025-01-01,Dna/rna amplified probe,CLFS 2025 Q1V1.csv,35.09,35.09
3. LAB,2025,87152,NATIONAL,,2025-01-01,Culture type pulse field gel,CLFS 2025 Q1V1.csv,7.74,7.74
3. LAB,2025,87153,NATIONAL,,2025-01-01,Dna/rna sequencing,CLFS 2025 Q1V1.csv,115.36,115.36
3. LAB,2025,87154,NATIONAL,,2025-01-01,Cul typ id bld pthgn 6+ trgt,CLFS 2025 Q1V1.csv,218.06,218.06
3. LAB,2025,87158,NATIONAL,,2025-01-01,Culture typing added method,CLFS 2025 Q1V1.csv,7.74,7.74
3. LAB,2025,87164,NATIONAL,,2025-01-01,Dark field exam spec collj,CLFS 2025 Q1V1.csv,10.74,10.74
3. LAB,2025,87166,NATIONAL,,2025-01-01,Dark field exam w/o collj,CLFS 2025 Q1V1.csv,11.3,11.3
3. LAB,2025,87168,NATIONAL,,2025-01-01,Macroscopic exam arthropod,CLFS 2025 Q1V1.csv,4.27,4.27
3. LAB,2025,87169,NATIONAL,,2025-01-01,Macroscopic exam parasite,CLFS 2025 Q1V1.csv,4.31,4.31
3. LAB,2025,87172,NATIONAL,,2025-01-01,Pinworm exam,CLFS 2025 Q1V1.csv,4.27,4.27
3. LAB,2025,87176,NATIONAL,,2025-01-01,Tissue homogenization cultr,CLFS 2025 Q1V1.csv,5.88,5.88
3. LAB,2025,87177,NATIONAL,,2025-01-01,Ova and parasites smears,CLFS 2025 Q1V1.csv,8.9,8.9
3. LAB,2025,87181,NATIONAL,,2025-01-01,Microbe susceptible diffuse,CLFS 2025 Q1V1.csv,4.75,4.75
3. LAB,2025,87184,NATIONAL,,2025-01-01,Microbe susceptible disk,CLFS 2025 Q1V1.csv,7.48,7.48
3. LAB,2025,87185,NATIONAL,,2025-01-01,Microbe susceptible enzyme,CLFS 2025 Q1V1.csv,4.75,4.75
3. LAB,2025,87186,NATIONAL,,2025-01-01,Microbe susceptible mic,CLFS 2025 Q1V1.csv,8.65,8.65
3. LAB,2025,87187,NATIONAL,,2025-01-01,Microbe susceptible mlc,CLFS 2025 Q1V1.csv,40.17,40.17
3. LAB,2025,87188,NATIONAL,,2025-01-01,Microbe suscept macrobroth,CLFS 2025 Q1V1.csv,6.64,6.64
3. LAB,2025,87190,NATIONAL,,2025-01-01,Microbe suscept mycobacteri,CLFS 2025 Q1V1.csv,7.31,7.31
3. LAB,2025,87197,NATIONAL,,2025-01-01,Bactericidal level serum,CLFS 2025 Q1V1.csv,15.02,15.02
3. LAB,2025,87205,NATIONAL,,2025-01-01,Smear gram stain,CLFS 2025 Q1V1.csv,4.27,4.27
3. LAB,2025,87206,NATIONAL,,2025-01-01,Smear fluorescent/acid stai,CLFS 2025 Q1V1.csv,5.39,5.39
3. LAB,2025,87207,NATIONAL,,2025-01-01,Smear special stain,CLFS 2025 Q1V1.csv,5.99,5.99
3. LAB,2025,87209,NATIONAL,,2025-01-01,Smear complex stain,CLFS 2025 Q1V1.csv,17.98,17.98
3. LAB,2025,87210,NATIONAL,,2025-01-01,Smear wet mount saline/ink,CLFS 2025 Q1V1.csv,5.82,5.82
3. LAB,2025,87210,NATIONAL,QW,2025-01-01,Smear wet mount saline/ink,CLFS 2025 Q1V1.csv,5.82,5.82
3. LAB,2025,87220,NATIONAL,,2025-01-01,Tissue exam for fungi,CLFS 2025 Q1V1.csv,4.27,4.27
3. LAB,2025,87230,NATIONAL,,2025-01-01,Assay toxin or antitoxin,CLFS 2025 Q1V1.csv,19.74,19.74
3. LAB,2025,87250,NATIONAL,,2025-01-01,Virus inoculate eggs/animal,CLFS 2025 Q1V1.csv,19.56,19.56
3. LAB,2025,87252,NATIONAL,,2025-01-01,Virus inoculation tissue,CLFS 2025 Q1V1.csv,26.07,26.07
3. LAB,2025,87253,NATIONAL,,2025-01-01,Virus inoculate tissue addl,CLFS 2025 Q1V1.csv,20.2,20.2
3. LAB,2025,87254,NATIONAL,,2025-01-01,Virus inoculation shell via,CLFS 2025 Q1V1.csv,19.56,19.56
