CMS SCHEDULE,YEAR,EFF_DATE,HCPCS,MOD,SHORTDESC,GEOGRAPHY,FILE_NAME,NF RATE,F RATE
4. DME,2025,2025-01-01,L0636,,Lso sagittal rigid panel cus,OR (NR),DMEPOS_JAN.csv,1620.22,1620.22
4. DME,2025,2025-01-01,L0637,,Lso sc r ant/pos pnl pre cst,OR (NR),DMEPOS_JAN.csv,1321.76,1321.76
4. DME,2025,2025-01-01,L0638,,Lso sag-coronal panel custom,OR (NR),DMEPOS_JAN.csv,1551.0,1551.0
4. DME,2025,2025-01-01,L0639,,Lso s/c shell/panel prefab,OR (NR),DMEPOS_JAN.csv,1321.76,1321.76
4. DME,2025,2025-01-01,L0640,,Lso s/c shell/panel custom,OR (NR),DMEPOS_JAN.csv,1230.58,1230.58
4. DME,2025,2025-01-01,L0641,,Lo rig pos pnl l1-l5 pre ots,OR (NR),DMEPOS_JAN.csv,25.97,25.97
4. DME,2025,2025-01-01,L0642,,Lo sag ri an/pos pnl pre ots,OR (NR),DMEPOS_JAN.csv,136.96,136.96
4. DME,2025,2025-01-01,L0643,,Lso sag ctr rigi pos pre ots,OR (NR),DMEPOS_JAN.csv,53.96,53.96
4. DME,2025,2025-01-01,L0648,,Lso sag r an/pos pnl pre ots,OR (NR),DMEPOS_JAN.csv,342.04,342.04
4. DME,2025,2025-01-01,L0649,,Lso sc r pos/lat pnl pre ots,OR (NR),DMEPOS_JAN.csv,95.54,95.54
4. DME,2025,2025-01-01,L0650,,Lso sc r ant/pos pnl pre ots,OR (NR),DMEPOS_JAN.csv,395.76,395.76
4. DME,2025,2025-01-01,L0651,,Lso sag-co shell pnl pre ots,OR (NR),DMEPOS_JAN.csv,395.76,395.76
4. DME,2025,2025-01-01,L0700,,Ctlso a-p-l control molded,OR (NR),DMEPOS_JAN.csv,2277.63,2277.63
4. DME,2025,2025-01-01,L0710,,Ctlso a-p-l control w/ inter,OR (NR),DMEPOS_JAN.csv,2572.55,2572.55
4. DME,2025,2025-01-01,L0810,,Halo cervical into jckt vest,OR (NR),DMEPOS_JAN.csv,3097.55,3097.55
4. DME,2025,2025-01-01,L0820,,Halo cervical into body jack,OR (NR),DMEPOS_JAN.csv,3042.01,3042.01
4. DME,2025,2025-01-01,L0830,,Halo cerv into milwaukee typ,OR (NR),DMEPOS_JAN.csv,4266.84,4266.84
4. DME,2025,2025-01-01,L0859,,Mri compatible system,OR (NR),DMEPOS_JAN.csv,1372.45,1372.45
4. DME,2025,2025-01-01,L0861,,Halo repl liner/interface,OR (NR),DMEPOS_JAN.csv,253.46,253.46
4. DME,2025,2025-01-01,L0970,,Tlso corset front,OR (NR),DMEPOS_JAN.csv,128.76,128.76
4. DME,2025,2025-01-01,L0972,,Lso corset front,OR (NR),DMEPOS_JAN.csv,115.94,115.94
4. DME,2025,2025-01-01,L0974,,Tlso full corset,OR (NR),DMEPOS_JAN.csv,208.72,208.72
4. DME,2025,2025-01-01,L0976,,Lso full corset,OR (NR),DMEPOS_JAN.csv,220.55,220.55
4. DME,2025,2025-01-01,L0978,,Axillary crutch extension,OR (NR),DMEPOS_JAN.csv,231.16,231.16
4. DME,2025,2025-01-01,L0980,,Peroneal straps pair pre ots,OR (NR),DMEPOS_JAN.csv,20.92,20.92
4. DME,2025,2025-01-01,L0982,,Stocking sup grips 4 pre ots,OR (NR),DMEPOS_JAN.csv,19.52,19.52
4. DME,2025,2025-01-01,L0984,,Protect body sock ea pre ots,OR (NR),DMEPOS_JAN.csv,77.04,77.04
4. DME,2025,2025-01-01,L1000,,Ctlso milwauke initial model,OR (NR),DMEPOS_JAN.csv,2739.43,2739.43
4. DME,2025,2025-01-01,L1001,,Ctlso infant immobilizer,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,L1005,,Tension based scoliosis orth,OR (NR),DMEPOS_JAN.csv,3763.92,3763.92
4. DME,2025,2025-01-01,L1006,,Scoliosis orth sag/ cor,OR (NR),DMEPOS_JAN.csv,1283.42,1283.42
4. DME,2025,2025-01-01,L1010,,Ctlso axilla sling,OR (NR),DMEPOS_JAN.csv,78.41,78.41
4. DME,2025,2025-01-01,L1020,,Kyphosis pad,OR (NR),DMEPOS_JAN.csv,114.95,114.95
4. DME,2025,2025-01-01,L1025,,Kyphosis pad floating,OR (NR),DMEPOS_JAN.csv,140.49,140.49
4. DME,2025,2025-01-01,L1030,,Lumbar bolster pad,OR (NR),DMEPOS_JAN.csv,73.64,73.64
4. DME,2025,2025-01-01,L1040,,Lumbar or lumbar rib pad,OR (NR),DMEPOS_JAN.csv,108.71,108.71
4. DME,2025,2025-01-01,L1050,,Sternal pad,OR (NR),DMEPOS_JAN.csv,115.47,115.47
4. DME,2025,2025-01-01,L1060,,Thoracic pad,OR (NR),DMEPOS_JAN.csv,126.94,126.94
4. DME,2025,2025-01-01,L1070,,Trapezius sling,OR (NR),DMEPOS_JAN.csv,114.77,114.77
4. DME,2025,2025-01-01,L1080,,Outrigger,OR (NR),DMEPOS_JAN.csv,70.92,70.92
4. DME,2025,2025-01-01,L1085,,Outrigger bil w/ vert extens,OR (NR),DMEPOS_JAN.csv,185.14,185.14
4. DME,2025,2025-01-01,L1090,,Lumbar sling,OR (NR),DMEPOS_JAN.csv,111.97,111.97
4. DME,2025,2025-01-01,L1100,,Ring flange plastic/leather,OR (NR),DMEPOS_JAN.csv,203.5,203.5
4. DME,2025,2025-01-01,L1110,,Ring flange plas/leather mol,OR (NR),DMEPOS_JAN.csv,336.73,336.73
4. DME,2025,2025-01-01,L1120,,Covers for upright each,OR (NR),DMEPOS_JAN.csv,55.38,55.38
4. DME,2025,2025-01-01,L1200,,Furnsh initial orthosis only,OR (NR),DMEPOS_JAN.csv,2353.55,2353.55
4. DME,2025,2025-01-01,L1210,,Lateral thoracic extension,OR (NR),DMEPOS_JAN.csv,294.78,294.78
4. DME,2025,2025-01-01,L1220,,Anterior thoracic extension,OR (NR),DMEPOS_JAN.csv,305.34,305.34
4. DME,2025,2025-01-01,L1230,,Milwaukee type superstructur,OR (NR),DMEPOS_JAN.csv,640.41,640.41
4. DME,2025,2025-01-01,L1240,,Lumbar derotation pad,OR (NR),DMEPOS_JAN.csv,93.49,93.49
4. DME,2025,2025-01-01,L1250,,Anterior asis pad,OR (NR),DMEPOS_JAN.csv,85.5,85.5
4. DME,2025,2025-01-01,L1260,,Anterior thoracic derotation,OR (NR),DMEPOS_JAN.csv,90.28,90.28
4. DME,2025,2025-01-01,L1270,,Abdominal pad,OR (NR),DMEPOS_JAN.csv,87.29,87.29
4. DME,2025,2025-01-01,L1280,,Rib gusset (elastic) each,OR (NR),DMEPOS_JAN.csv,101.11,101.11
4. DME,2025,2025-01-01,L1290,,Lateral trochanteric pad,OR (NR),DMEPOS_JAN.csv,90.45,90.45
4. DME,2025,2025-01-01,L1300,,Body jacket mold to patient,OR (NR),DMEPOS_JAN.csv,1903.11,1903.11
4. DME,2025,2025-01-01,L1310,,Post-operative body jacket,OR (NR),DMEPOS_JAN.csv,2131.65,2131.65
4. DME,2025,2025-01-01,L1600,,Ho flex frejka w/cov pre cst,OR (NR),DMEPOS_JAN.csv,145.17,145.17
4. DME,2025,2025-01-01,L1610,,Ho frejka cov only pre cst,OR (NR),DMEPOS_JAN.csv,49.46,49.46
4. DME,2025,2025-01-01,L1620,,Ho flex pavlik harns pre cst,OR (NR),DMEPOS_JAN.csv,159.03,159.03
4. DME,2025,2025-01-01,L1630,,Abduct control hip semi-flex,OR (NR),DMEPOS_JAN.csv,206.19,206.19
4. DME,2025,2025-01-01,L1640,,Pelv band/spread bar thigh c,OR (NR),DMEPOS_JAN.csv,543.81,543.81
4. DME,2025,2025-01-01,L1650,,Ho abduction hip adjustable,OR (NR),DMEPOS_JAN.csv,260.84,260.84
4. DME,2025,2025-01-01,L1652,,Ho bi thighcuffs w sprdr bar,OR (NR),DMEPOS_JAN.csv,419.18,419.18
4. DME,2025,2025-01-01,L1653,,Ho abduction static ots,OR (NR),DMEPOS_JAN.csv,419.18,419.18
4. DME,2025,2025-01-01,L1660,,Ho abduction static plastic,OR (NR),DMEPOS_JAN.csv,208.94,208.94
4. DME,2025,2025-01-01,L1680,,Pelvic & hip control thigh c,OR (NR),DMEPOS_JAN.csv,1830.22,1830.22
4. DME,2025,2025-01-01,L1681,,Ho bilateral hip abduction,OR (NR),DMEPOS_JAN.csv,2084.18,2084.18
4. DME,2025,2025-01-01,L1685,,Post-op hip abduct custom fa,OR (NR),DMEPOS_JAN.csv,1340.06,1340.06
4. DME,2025,2025-01-01,L1686,,Ho post-op hip abduction,OR (NR),DMEPOS_JAN.csv,1042.09,1042.09
4. DME,2025,2025-01-01,L1690,,Combination bilateral ho,OR (NR),DMEPOS_JAN.csv,2274.06,2274.06
4. DME,2025,2025-01-01,L1700,,Leg perthes orth toronto typ,OR (NR),DMEPOS_JAN.csv,1850.32,1850.32
4. DME,2025,2025-01-01,L1710,,Legg perthes orth newington,OR (NR),DMEPOS_JAN.csv,2238.68,2238.68
4. DME,2025,2025-01-01,L1720,,Legg perthes orthosis trilat,OR (NR),DMEPOS_JAN.csv,1561.69,1561.69
4. DME,2025,2025-01-01,L1730,,Legg perthes orth scottish r,OR (NR),DMEPOS_JAN.csv,1332.46,1332.46
4. DME,2025,2025-01-01,L1755,,Legg perthes patten bottom t,OR (NR),DMEPOS_JAN.csv,1783.67,1783.67
4. DME,2025,2025-01-01,L1810,,Ko elastic with joints,OR (NR),DMEPOS_JAN.csv,128.44,128.44
4. DME,2025,2025-01-01,L1812,,Ko elastic w/joints pre ots,OR (NR),DMEPOS_JAN.csv,68.28,68.28
4. DME,2025,2025-01-01,L1820,,Ko elas w/ condyle pads & jo,OR (NR),DMEPOS_JAN.csv,162.52,162.52
4. DME,2025,2025-01-01,L1821,,Ko elas w/ condyle pads otf,OR (NR),DMEPOS_JAN.csv,162.52,162.52
4. DME,2025,2025-01-01,L1830,,Ko immob canvas long pre ots,OR (NR),DMEPOS_JAN.csv,61.52,61.52
4. DME,2025,2025-01-01,L1831,,Knee orth pos locking joint,OR (NR),DMEPOS_JAN.csv,346.12,346.12
4. DME,2025,2025-01-01,L1832,,Ko adj jnt pos r sup pre cst,OR (NR),DMEPOS_JAN.csv,684.93,684.93
4. DME,2025,2025-01-01,L1833,,Ko adj jnt pos r sup pre ots,OR (NR),DMEPOS_JAN.csv,443.19,443.19
4. DME,2025,2025-01-01,L1834,,Ko w/0 joint rigid molded to,OR (NR),DMEPOS_JAN.csv,874.53,874.53
4. DME,2025,2025-01-01,L1836,,Ko rigid w/o joints pre ots,OR (NR),DMEPOS_JAN.csv,86.99,86.99
4. DME,2025,2025-01-01,L1840,,Ko derot ant cruciate custom,OR (NR),DMEPOS_JAN.csv,1198.25,1198.25
4. DME,2025,2025-01-01,L1843,,Ko single upright pre cst,OR (NR),DMEPOS_JAN.csv,1055.16,1055.16
4. DME,2025,2025-01-01,L1844,,Ko w/adj jt rot cntrl molded,OR (NR),DMEPOS_JAN.csv,2370.26,2370.26
4. DME,2025,2025-01-01,L1845,,Ko double upright pre cst,OR (NR),DMEPOS_JAN.csv,956.3,956.3
4. DME,2025,2025-01-01,L1846,,Ko w adj flex/ext rotat mold,OR (NR),DMEPOS_JAN.csv,1440.38,1440.38
4. DME,2025,2025-01-01,L1847,,Ko dbl upright w/air pre cst,OR (NR),DMEPOS_JAN.csv,676.39,676.39
4. DME,2025,2025-01-01,L1848,,Ko dbl upright w/air pre ots,OR (NR),DMEPOS_JAN.csv,676.39,676.39
4. DME,2025,2025-01-01,L1850,,Ko swedish type pre ots,OR (NR),DMEPOS_JAN.csv,200.37,200.37
4. DME,2025,2025-01-01,L1851,,Ko single upright prefab ots,OR (NR),DMEPOS_JAN.csv,584.98,584.98
4. DME,2025,2025-01-01,L1852,,Ko double upright prefab ots,OR (NR),DMEPOS_JAN.csv,558.06,558.06
4. DME,2025,2025-01-01,L1860,,Ko supracondylar socket mold,OR (NR),DMEPOS_JAN.csv,1478.03,1478.03
4. DME,2025,2025-01-01,L1900,,Afo sprng wir drsflx calf bd,OR (NR),DMEPOS_JAN.csv,335.09,335.09
4. DME,2025,2025-01-01,L1902,,Afo ankle gauntlet pre ots,OR (NR),DMEPOS_JAN.csv,110.27,110.27
4. DME,2025,2025-01-01,L1904,,Afo molded ankle gauntlet,OR (NR),DMEPOS_JAN.csv,529.76,529.76
4. DME,2025,2025-01-01,L1906,,Afo multilig ank sup pre ots,OR (NR),DMEPOS_JAN.csv,135.49,135.49
4. DME,2025,2025-01-01,L1907,,Afo supramalleolar custom,OR (NR),DMEPOS_JAN.csv,661.72,661.72
4. DME,2025,2025-01-01,L1910,,Afo sing bar clasp attach sh,OR (NR),DMEPOS_JAN.csv,381.07,381.07
4. DME,2025,2025-01-01,L1920,,Afo sing upright w/ adjust s,OR (NR),DMEPOS_JAN.csv,504.81,504.81
4. DME,2025,2025-01-01,L1930,,Afo plastic,OR (NR),DMEPOS_JAN.csv,311.26,311.26
4. DME,2025,2025-01-01,L1932,,Afo rig ant tib prefab tcf/=,OR (NR),DMEPOS_JAN.csv,1049.4,1049.4
4. DME,2025,2025-01-01,L1940,,Afo molded to patient plasti,OR (NR),DMEPOS_JAN.csv,598.53,598.53
4. DME,2025,2025-01-01,L1945,,Afo molded plas rig ant tib,OR (NR),DMEPOS_JAN.csv,1176.8,1176.8
4. DME,2025,2025-01-01,L1950,,Afo spiral molded to pt plas,OR (NR),DMEPOS_JAN.csv,1118.85,1118.85
4. DME,2025,2025-01-01,L1951,,Afo spiral prefabricated,OR (NR),DMEPOS_JAN.csv,987.62,987.62
4. DME,2025,2025-01-01,L1960,,Afo pos solid ank plastic mo,OR (NR),DMEPOS_JAN.csv,624.46,624.46
4. DME,2025,2025-01-01,L1970,,Afo plastic molded w/ankle j,OR (NR),DMEPOS_JAN.csv,833.34,833.34
4. DME,2025,2025-01-01,L1971,,"Afo w/ankle joint, prefab",OR (NR),DMEPOS_JAN.csv,551.21,551.21
4. DME,2025,2025-01-01,L1980,,Afo sing solid stirrup calf,OR (NR),DMEPOS_JAN.csv,528.79,528.79
4. DME,2025,2025-01-01,L1990,,Afo doub solid stirrup calf,OR (NR),DMEPOS_JAN.csv,638.97,638.97
4. DME,2025,2025-01-01,L2000,,Kafo sing fre stirr thi/calf,OR (NR),DMEPOS_JAN.csv,1523.58,1523.58
4. DME,2025,2025-01-01,L2005,,Kafo sng/dbl mechanical act,OR (NR),DMEPOS_JAN.csv,4818.83,4818.83
4. DME,2025,2025-01-01,L2006,,Kaf sng/dbl swg/stn mcpr cus,OR (NR),DMEPOS_JAN.csv,38272.98,38272.98
4. DME,2025,2025-01-01,L2010,,Kafo sng solid stirrup w/o j,OR (NR),DMEPOS_JAN.csv,1375.38,1375.38
4. DME,2025,2025-01-01,L2020,,Kafo dbl solid stirrup band/,OR (NR),DMEPOS_JAN.csv,1753.95,1753.95
4. DME,2025,2025-01-01,L2030,,Kafo dbl solid stirrup w/o j,OR (NR),DMEPOS_JAN.csv,1510.52,1510.52
4. DME,2025,2025-01-01,L2034,,Kafo pla sin up w/wo k/a cus,OR (NR),DMEPOS_JAN.csv,2384.73,2384.73
4. DME,2025,2025-01-01,L2035,,Kafo plastic pediatric size,OR (NR),DMEPOS_JAN.csv,211.6,211.6
4. DME,2025,2025-01-01,L2036,,Kafo plas doub free knee mol,OR (NR),DMEPOS_JAN.csv,2696.46,2696.46
4. DME,2025,2025-01-01,L2037,,Kafo plas sing free knee mol,OR (NR),DMEPOS_JAN.csv,2224.56,2224.56
4. DME,2025,2025-01-01,L2038,,Kafo w/o joint multi-axis an,OR (NR),DMEPOS_JAN.csv,1873.98,1873.98
4. DME,2025,2025-01-01,L2040,,Hkafo torsion bil rot straps,OR (NR),DMEPOS_JAN.csv,257.41,257.41
4. DME,2025,2025-01-01,L2050,,Hkafo torsion cable hip pelv,OR (NR),DMEPOS_JAN.csv,544.29,544.29
4. DME,2025,2025-01-01,L2060,,Hkafo torsion ball bearing j,OR (NR),DMEPOS_JAN.csv,770.6,770.6
4. DME,2025,2025-01-01,L2070,,Hkafo torsion unilat rot str,OR (NR),DMEPOS_JAN.csv,151.51,151.51
4. DME,2025,2025-01-01,L2080,,Hkafo unilat torsion cable,OR (NR),DMEPOS_JAN.csv,467.13,467.13
4. DME,2025,2025-01-01,L2090,,Hkafo unilat torsion ball br,OR (NR),DMEPOS_JAN.csv,658.67,658.67
4. DME,2025,2025-01-01,L2106,,Afo tib fx cast plaster mold,OR (NR),DMEPOS_JAN.csv,789.56,789.56
4. DME,2025,2025-01-01,L2108,,Afo tib fx cast molded to pt,OR (NR),DMEPOS_JAN.csv,1350.05,1350.05
4. DME,2025,2025-01-01,L2112,,Afo tibial fracture soft,OR (NR),DMEPOS_JAN.csv,544.98,544.98
4. DME,2025,2025-01-01,L2114,,Afo tib fx semi-rigid,OR (NR),DMEPOS_JAN.csv,668.71,668.71
4. DME,2025,2025-01-01,L2116,,Afo tibial fracture rigid,OR (NR),DMEPOS_JAN.csv,802.01,802.01
4. DME,2025,2025-01-01,L2126,,Kafo fem fx cast thermoplas,OR (NR),DMEPOS_JAN.csv,1349.05,1349.05
4. DME,2025,2025-01-01,L2128,,Kafo fem fx cast molded to p,OR (NR),DMEPOS_JAN.csv,2575.74,2575.74
4. DME,2025,2025-01-01,L2132,,Kafo femoral fx cast soft,OR (NR),DMEPOS_JAN.csv,908.8,908.8
4. DME,2025,2025-01-01,L2134,,Kafo fem fx cast semi-rigid,OR (NR),DMEPOS_JAN.csv,1139.46,1139.46
4. DME,2025,2025-01-01,L2136,,Kafo femoral fx cast rigid,OR (NR),DMEPOS_JAN.csv,1332.31,1332.31
4. DME,2025,2025-01-01,L2180,,Plas shoe insert w ank joint,OR (NR),DMEPOS_JAN.csv,131.94,131.94
4. DME,2025,2025-01-01,L2182,,Drop lock knee,OR (NR),DMEPOS_JAN.csv,121.4,121.4
4. DME,2025,2025-01-01,L2184,,Limited motion knee joint,OR (NR),DMEPOS_JAN.csv,139.56,139.56
4. DME,2025,2025-01-01,L2186,,Adj motion knee jnt lerman t,OR (NR),DMEPOS_JAN.csv,195.27,195.27
4. DME,2025,2025-01-01,L2188,,Quadrilateral brim,OR (NR),DMEPOS_JAN.csv,365.58,365.58
4. DME,2025,2025-01-01,L2190,,Waist belt,OR (NR),DMEPOS_JAN.csv,98.38,98.38
4. DME,2025,2025-01-01,L2192,,Pelvic band & belt thigh fla,OR (NR),DMEPOS_JAN.csv,401.69,401.69
4. DME,2025,2025-01-01,L2200,,Limited ankle motion ea jnt,OR (NR),DMEPOS_JAN.csv,71.41,71.41
4. DME,2025,2025-01-01,L2210,,Dorsiflexion assist each joi,OR (NR),DMEPOS_JAN.csv,79.38,79.38
4. DME,2025,2025-01-01,L2220,,Dorsi & plantar flex ass/res,OR (NR),DMEPOS_JAN.csv,109.03,109.03
4. DME,2025,2025-01-01,L2230,,Split flat caliper stirr & p,OR (NR),DMEPOS_JAN.csv,106.15,106.15
4. DME,2025,2025-01-01,L2232,,"Rocker bottom, contact afo",OR (NR),DMEPOS_JAN.csv,117.04,117.04
4. DME,2025,2025-01-01,L2240,,Round caliper and plate atta,OR (NR),DMEPOS_JAN.csv,95.11,95.11
4. DME,2025,2025-01-01,L2250,,Foot plate molded stirrup at,OR (NR),DMEPOS_JAN.csv,533.74,533.74
4. DME,2025,2025-01-01,L2260,,Reinforced solid stirrup,OR (NR),DMEPOS_JAN.csv,225.84,225.84
4. DME,2025,2025-01-01,L2265,,Long tongue stirrup,OR (NR),DMEPOS_JAN.csv,132.68,132.68
4. DME,2025,2025-01-01,L2270,,Varus/valgus strap padded/li,OR (NR),DMEPOS_JAN.csv,80.67,80.67
4. DME,2025,2025-01-01,L2275,,Plastic mod low ext pad/line,OR (NR),DMEPOS_JAN.csv,176.2,176.2
4. DME,2025,2025-01-01,L2280,,Molded inner boot,OR (NR),DMEPOS_JAN.csv,510.91,510.91
4. DME,2025,2025-01-01,L2300,,Abduction bar jointed adjust,OR (NR),DMEPOS_JAN.csv,378.18,378.18
4. DME,2025,2025-01-01,L2310,,Abduction bar-straight,OR (NR),DMEPOS_JAN.csv,184.79,184.79
4. DME,2025,2025-01-01,L2320,,Non-molded lacer,OR (NR),DMEPOS_JAN.csv,296.13,296.13
4. DME,2025,2025-01-01,L2330,,Lacer molded to patient mode,OR (NR),DMEPOS_JAN.csv,523.37,523.37
4. DME,2025,2025-01-01,L2335,,Anterior swing band,OR (NR),DMEPOS_JAN.csv,280.21,280.21
4. DME,2025,2025-01-01,L2340,,Pre-tibial shell molded to p,OR (NR),DMEPOS_JAN.csv,621.74,621.74
4. DME,2025,2025-01-01,L2350,,Prosthetic type socket molde,OR (NR),DMEPOS_JAN.csv,1132.53,1132.53
4. DME,2025,2025-01-01,L2360,,Extended steel shank,OR (NR),DMEPOS_JAN.csv,77.71,77.71
4. DME,2025,2025-01-01,L2370,,Patten bottom,OR (NR),DMEPOS_JAN.csv,309.03,309.03
4. DME,2025,2025-01-01,L2375,,Torsion ank & half solid sti,OR (NR),DMEPOS_JAN.csv,127.29,127.29
4. DME,2025,2025-01-01,L2380,,Torsion straight knee joint,OR (NR),DMEPOS_JAN.csv,141.2,141.2
4. DME,2025,2025-01-01,L2385,,Straight knee joint heavy du,OR (NR),DMEPOS_JAN.csv,150.9,150.9
4. DME,2025,2025-01-01,L2387,,Add le poly knee custom kafo,OR (NR),DMEPOS_JAN.csv,228.79,228.79
4. DME,2025,2025-01-01,L2390,,Offset knee joint each,OR (NR),DMEPOS_JAN.csv,123.32,123.32
4. DME,2025,2025-01-01,L2395,,Offset knee joint heavy duty,OR (NR),DMEPOS_JAN.csv,176.27,176.27
4. DME,2025,2025-01-01,L2397,,Suspension sleeve lower ext,OR (NR),DMEPOS_JAN.csv,148.88,148.88
4. DME,2025,2025-01-01,L2405,,Knee joint drop lock ea jnt,OR (NR),DMEPOS_JAN.csv,102.52,102.52
4. DME,2025,2025-01-01,L2415,,Knee joint cam lock each joi,OR (NR),DMEPOS_JAN.csv,142.83,142.83
4. DME,2025,2025-01-01,L2425,,Knee disc/dial lock/adj flex,OR (NR),DMEPOS_JAN.csv,168.56,168.56
4. DME,2025,2025-01-01,L2430,,Knee jnt ratchet lock ea jnt,OR (NR),DMEPOS_JAN.csv,168.56,168.56
4. DME,2025,2025-01-01,L2492,,Knee lift loop drop lock rin,OR (NR),DMEPOS_JAN.csv,119.11,119.11
4. DME,2025,2025-01-01,L2500,,Thi/glut/ischia wgt bearing,OR (NR),DMEPOS_JAN.csv,381.58,381.58
4. DME,2025,2025-01-01,L2510,,Th/wght bear quad-lat brim m,OR (NR),DMEPOS_JAN.csv,930.88,930.88
4. DME,2025,2025-01-01,L2520,,Th/wght bear quad-lat brim c,OR (NR),DMEPOS_JAN.csv,548.42,548.42
4. DME,2025,2025-01-01,L2525,,Th/wght bear nar m-l brim mo,OR (NR),DMEPOS_JAN.csv,1461.88,1461.88
4. DME,2025,2025-01-01,L2526,,Th/wght bear nar m-l brim cu,OR (NR),DMEPOS_JAN.csv,1028.87,1028.87
4. DME,2025,2025-01-01,L2530,,Thigh/wght bear lacer non-mo,OR (NR),DMEPOS_JAN.csv,276.37,276.37
4. DME,2025,2025-01-01,L2540,,Thigh/wght bear lacer molded,OR (NR),DMEPOS_JAN.csv,600.79,600.79
4. DME,2025,2025-01-01,L2550,,Thigh/wght bear high roll cu,OR (NR),DMEPOS_JAN.csv,353.03,353.03
4. DME,2025,2025-01-01,L2570,,Hip clevis type 2 posit jnt,OR (NR),DMEPOS_JAN.csv,552.78,552.78
4. DME,2025,2025-01-01,L2580,,Pelvic control pelvic sling,OR (NR),DMEPOS_JAN.csv,617.93,617.93
4. DME,2025,2025-01-01,L2600,,Hip clevis/thrust bearing fr,OR (NR),DMEPOS_JAN.csv,268.02,268.02
4. DME,2025,2025-01-01,L2610,,Hip clevis/thrust bearing lo,OR (NR),DMEPOS_JAN.csv,322.99,322.99
4. DME,2025,2025-01-01,L2620,,Pelvic control hip heavy dut,OR (NR),DMEPOS_JAN.csv,354.32,354.32
4. DME,2025,2025-01-01,L2622,,Hip joint adjustable flexion,OR (NR),DMEPOS_JAN.csv,345.48,345.48
4. DME,2025,2025-01-01,L2624,,Hip adj flex ext abduct cont,OR (NR),DMEPOS_JAN.csv,373.06,373.06
4. DME,2025,2025-01-01,L2627,,Plastic mold recipro hip & c,OR (NR),DMEPOS_JAN.csv,1931.31,1931.31
4. DME,2025,2025-01-01,L2628,,Metal frame recipro hip & ca,OR (NR),DMEPOS_JAN.csv,2516.63,2516.63
4. DME,2025,2025-01-01,L2630,,Pelvic control band & belt u,OR (NR),DMEPOS_JAN.csv,294.68,294.68
4. DME,2025,2025-01-01,L2640,,Pelvic control band & belt b,OR (NR),DMEPOS_JAN.csv,459.27,459.27
4. DME,2025,2025-01-01,L2650,,Pelv & thor control gluteal,OR (NR),DMEPOS_JAN.csv,180.26,180.26
4. DME,2025,2025-01-01,L2660,,Thoracic control thoracic ba,OR (NR),DMEPOS_JAN.csv,209.97,209.97
4. DME,2025,2025-01-01,L2670,,Thorac cont paraspinal uprig,OR (NR),DMEPOS_JAN.csv,198.67,198.67
4. DME,2025,2025-01-01,L2680,,Thorac cont lat support upri,OR (NR),DMEPOS_JAN.csv,176.29,176.29
4. DME,2025,2025-01-01,L2750,,Plating chrome/nickel pr bar,OR (NR),DMEPOS_JAN.csv,110.63,110.63
4. DME,2025,2025-01-01,L2755,,Carbon graphite lamination,OR (NR),DMEPOS_JAN.csv,153.68,153.68
4. DME,2025,2025-01-01,L2760,,Extension per extension per,OR (NR),DMEPOS_JAN.csv,69.92,69.92
4. DME,2025,2025-01-01,L2768,,Ortho sidebar disconnect,OR (NR),DMEPOS_JAN.csv,153.2,153.2
4. DME,2025,2025-01-01,L2780,,Non-corrosive finish,OR (NR),DMEPOS_JAN.csv,101.66,101.66
4. DME,2025,2025-01-01,L2785,,Drop lock retainer each,OR (NR),DMEPOS_JAN.csv,39.41,39.41
4. DME,2025,2025-01-01,L2795,,Knee control full kneecap,OR (NR),DMEPOS_JAN.csv,118.67,118.67
4. DME,2025,2025-01-01,L2800,,Knee cap medial or lateral p,OR (NR),DMEPOS_JAN.csv,137.75,137.75
4. DME,2025,2025-01-01,L2810,,Knee control condylar pad,OR (NR),DMEPOS_JAN.csv,87.99,87.99
4. DME,2025,2025-01-01,L2820,,Soft interface below knee se,OR (NR),DMEPOS_JAN.csv,97.83,97.83
4. DME,2025,2025-01-01,L2830,,Soft interface above knee se,OR (NR),DMEPOS_JAN.csv,105.84,105.84
4. DME,2025,2025-01-01,L2840,,Tibial length sock fx or equ,OR (NR),DMEPOS_JAN.csv,49.22,49.22
4. DME,2025,2025-01-01,L2850,,Femoral lgth sock fx or equa,OR (NR),DMEPOS_JAN.csv,69.75,69.75
4. DME,2025,2025-01-01,L3000,,Ft insert ucb berkeley shell,OR (NR),DMEPOS_JAN.csv,369.41,369.41
4. DME,2025,2025-01-01,L3001,,Foot insert remov molded spe,OR (NR),DMEPOS_JAN.csv,155.55,155.55
4. DME,2025,2025-01-01,L3002,,Foot insert plastazote or eq,OR (NR),DMEPOS_JAN.csv,189.93,189.93
4. DME,2025,2025-01-01,L3003,,Foot insert silicone gel eac,OR (NR),DMEPOS_JAN.csv,204.94,204.94
4. DME,2025,2025-01-01,L3010,,Foot longitudinal arch suppo,OR (NR),DMEPOS_JAN.csv,204.94,204.94
4. DME,2025,2025-01-01,L3020,,Foot longitud/metatarsal sup,OR (NR),DMEPOS_JAN.csv,233.3,233.3
4. DME,2025,2025-01-01,L3030,,Foot arch support remov prem,OR (NR),DMEPOS_JAN.csv,89.75,89.75
