CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,MOD,SHORTDESC,WORK RVU,NON-FAC PE RVU,FACILITY PE RVU,MP RVU,PW GPCI,PE GPCI,MP GPCI,CONV FACTOR,FILE_NAME,NF RVUS,F RVUS,NF RATE,F RATE
1. PFS,2025,2025-01-01,NATIONAL,95928,TC,C motor evoked uppr limbs,0.0,4.75,4.75,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.77,4.77,154.292805,154.292805
1. PFS,2025,2025-01-01,NATIONAL,95928,26,C motor evoked uppr limbs,1.5,0.75,0.75,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.31,2.31,74.720415,74.720415
1. PFS,2025,2025-01-01,NATIONAL,95929,,C motor evoked lwr limbs,1.5,5.52,5.52,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,7.09,7.09,229.336685,229.336685
1. PFS,2025,2025-01-01,NATIONAL,95929,TC,C motor evoked lwr limbs,0.0,4.78,4.78,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.8,4.8,155.26319999999998,155.26319999999998
1. PFS,2025,2025-01-01,NATIONAL,95929,26,C motor evoked lwr limbs,1.5,0.74,0.74,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.29,2.29,74.073485,74.073485
1. PFS,2025,2025-01-01,NATIONAL,95930,,Visual ep test cns w/i&r,0.35,1.61,1.61,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.98,1.98,64.04607,64.04607
1. PFS,2025,2025-01-01,NATIONAL,95930,TC,Visual ep test cns w/i&r,0.0,1.43,1.43,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.44,1.44,46.578959999999995,46.578959999999995
1. PFS,2025,2025-01-01,NATIONAL,95930,26,Visual ep test cns w/i&r,0.35,0.18,0.18,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.54,0.54,17.46711,17.46711
1. PFS,2025,2025-01-01,NATIONAL,95933,,Blink reflex test,0.59,1.77,1.77,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.4,2.4,77.63159999999999,77.63159999999999
1. PFS,2025,2025-01-01,NATIONAL,95933,TC,Blink reflex test,0.0,1.47,1.47,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.48,1.48,47.87282,47.87282
1. PFS,2025,2025-01-01,NATIONAL,95933,26,Blink reflex test,0.59,0.3,0.3,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.9199999999999999,0.9199999999999999,29.758779999999998,29.758779999999998
1. PFS,2025,2025-01-01,NATIONAL,95937,,Neuromuscular junction test,0.65,2.35,2.35,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.04,3.04,98.33336,98.33336
1. PFS,2025,2025-01-01,NATIONAL,95937,TC,Neuromuscular junction test,0.0,2.02,2.02,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.03,2.03,65.663395,65.663395
1. PFS,2025,2025-01-01,NATIONAL,95937,26,Neuromuscular junction test,0.65,0.33,0.33,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.01,1.01,32.669965,32.669965
1. PFS,2025,2025-01-01,NATIONAL,95938,,Somatosensory testing,0.86,10.23,10.23,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,11.17,11.17,361.310405,361.310405
1. PFS,2025,2025-01-01,NATIONAL,95938,TC,Somatosensory testing,0.0,9.8,9.8,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,9.84,9.84,318.28956,318.28956
1. PFS,2025,2025-01-01,NATIONAL,95938,26,Somatosensory testing,0.86,0.43,0.43,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.33,1.33,43.020845,43.020845
1. PFS,2025,2025-01-01,NATIONAL,95939,,C motor evoked upr&lwr limbs,2.25,14.14,14.14,0.15,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,16.54,16.54,535.0111099999999,535.0111099999999
1. PFS,2025,2025-01-01,NATIONAL,95939,TC,C motor evoked upr&lwr limbs,0.0,13.01,13.01,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,13.06,13.06,422.44529,422.44529
1. PFS,2025,2025-01-01,NATIONAL,95939,26,C motor evoked upr&lwr limbs,2.25,1.13,1.13,0.1,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.48,3.48,112.56582,112.56582
1. PFS,2025,2025-01-01,NATIONAL,95940,,Ionm in operatng room 15 min,0.6,0.32,0.32,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.96,0.96,31.052639999999997,31.052639999999997
1. PFS,2025,2025-01-01,NATIONAL,95954,,Eeg monitoring/giving drugs,2.45,8.87,8.87,0.19,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,11.51,11.51,372.30821499999996,372.30821499999996
1. PFS,2025,2025-01-01,NATIONAL,95954,TC,Eeg monitoring/giving drugs,0.0,8.16,8.16,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.23,8.23,266.211695,266.211695
1. PFS,2025,2025-01-01,NATIONAL,95954,26,Eeg monitoring/giving drugs,2.45,0.71,0.71,0.12,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.2800000000000002,3.2800000000000002,106.09652,106.09652
1. PFS,2025,2025-01-01,NATIONAL,95955,,Eeg during surgery,1.01,4.38,4.38,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.4399999999999995,5.4399999999999995,175.96496,175.96496
1. PFS,2025,2025-01-01,NATIONAL,95955,TC,Eeg during surgery,0.0,3.87,3.87,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.88,3.88,125.50442,125.50442
1. PFS,2025,2025-01-01,NATIONAL,95955,26,Eeg during surgery,1.01,0.51,0.51,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.56,1.56,50.46054,50.46054
1. PFS,2025,2025-01-01,NATIONAL,95957,,Eeg digital analysis,1.98,6.62,6.62,0.11,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.709999999999999,8.709999999999999,281.73801499999996,281.73801499999996
1. PFS,2025,2025-01-01,NATIONAL,95957,TC,Eeg digital analysis,0.0,5.69,5.69,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.73,5.73,185.345445,185.345445
1. PFS,2025,2025-01-01,NATIONAL,95957,26,Eeg digital analysis,1.98,0.93,0.93,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.98,2.98,96.39256999999999,96.39256999999999
1. PFS,2025,2025-01-01,NATIONAL,95958,,Eeg monitoring/function test,4.24,16.78,16.78,0.26,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,21.280000000000005,21.280000000000005,688.3335200000001,688.3335200000001
1. PFS,2025,2025-01-01,NATIONAL,95958,TC,Eeg monitoring/function test,0.0,14.62,14.62,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,14.7,14.7,475.49354999999997,475.49354999999997
1. PFS,2025,2025-01-01,NATIONAL,95958,26,Eeg monitoring/function test,4.24,2.16,2.16,0.18,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,6.58,6.58,212.83997,212.83997
1. PFS,2025,2025-01-01,NATIONAL,95961,,Electrode stimulation brain,2.97,6.55,6.55,0.31,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,9.83,9.83,317.966095,317.966095
1. PFS,2025,2025-01-01,NATIONAL,95961,TC,Electrode stimulation brain,0.0,5.07,5.07,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.09,5.09,164.64368499999998,164.64368499999998
1. PFS,2025,2025-01-01,NATIONAL,95961,26,Electrode stimulation brain,2.97,1.48,1.48,0.29,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.74,4.74,153.32241,153.32241
1. PFS,2025,2025-01-01,NATIONAL,95962,,Electrode stim brain add-on,3.21,4.94,4.94,0.29,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,8.44,8.44,273.00446,273.00446
1. PFS,2025,2025-01-01,NATIONAL,95962,TC,Electrode stim brain add-on,0.0,3.32,3.32,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.34,3.34,108.03730999999999,108.03730999999999
1. PFS,2025,2025-01-01,NATIONAL,95962,26,Electrode stim brain add-on,3.21,1.62,1.62,0.27,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.1,5.1,164.96714999999998,164.96714999999998
1. PFS,2025,2025-01-01,NATIONAL,95965,26,Meg spontaneous,7.99,3.74,3.74,0.35,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,12.08,12.08,390.74572,390.74572
1. PFS,2025,2025-01-01,NATIONAL,95966,26,Meg evoked single,3.99,1.63,1.63,0.28,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.9,5.9,190.84435,190.84435
1. PFS,2025,2025-01-01,NATIONAL,95967,26,Meg evoked each addl,3.49,1.36,1.36,0.24,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,5.090000000000001,5.090000000000001,164.643685,164.643685
1. PFS,2025,2025-01-01,NATIONAL,95970,,Alys npgt w/o prgrmg,0.35,0.18,0.17,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.56,0.55,18.114040000000003,17.790575
1. PFS,2025,2025-01-01,NATIONAL,95971,,Alys smpl sp/pn npgt w/prgrm,0.78,0.59,0.31,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.4300000000000002,1.1500000000000001,46.255495,37.198475
1. PFS,2025,2025-01-01,NATIONAL,95972,,Alys cplx sp/pn npgt w/prgrm,0.8,0.83,0.31,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.7,1.1800000000000002,54.98905,38.168870000000005
1. PFS,2025,2025-01-01,NATIONAL,95976,,Alys smpl cn npgt prgrmg,0.73,0.35,0.33,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.1300000000000001,1.11,36.551545000000004,35.904615
1. PFS,2025,2025-01-01,NATIONAL,95977,,Alys cplx cn npgt prgrmg,0.97,0.46,0.44,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.51,1.49,48.843215,48.196284999999996
1. PFS,2025,2025-01-01,NATIONAL,95980,,Io anal gast n-stim init,0.8,0.36,0.36,0.18,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.34,1.34,43.34431,43.34431
1. PFS,2025,2025-01-01,NATIONAL,95981,,Io anal gast n-stim subsq,0.3,0.84,0.18,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.19,0.53,38.492335,17.143645
1. PFS,2025,2025-01-01,NATIONAL,95982,,Io ga n-stim subsq w/reprog,0.65,1.02,0.32,0.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.7999999999999998,1.1,58.223699999999994,35.58115
1. PFS,2025,2025-01-01,NATIONAL,95983,,Alys brn npgt prgrmg 15 min,0.91,0.49,0.46,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.48,1.4500000000000002,47.87282,46.902425
1. PFS,2025,2025-01-01,NATIONAL,95984,,Alys brn npgt prgrmg addl 15,0.8,0.42,0.41,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.29,1.28,41.726985,41.40352
1. PFS,2025,2025-01-01,NATIONAL,95990,,Spin/brain pump refil & main,0.0,2.57,2.57,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.61,2.61,84.424365,84.424365
1. PFS,2025,2025-01-01,NATIONAL,95991,,Spin/brain pump refil & main,0.77,2.42,0.32,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.27,1.1700000000000002,105.773055,37.84540500000001
1. PFS,2025,2025-01-01,NATIONAL,95992,,Canalith repositioning proc,0.75,0.49,0.28,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.27,1.06,41.080055,34.28729
1. PFS,2025,2025-01-01,NATIONAL,96000,,Motion analysis video/3d,1.8,0.62,0.62,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.48,2.48,80.21932,80.21932
1. PFS,2025,2025-01-01,NATIONAL,96001,,Motion test w/ft press meas,2.15,0.87,0.87,0.15,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.17,3.17,102.538405,102.538405
1. PFS,2025,2025-01-01,NATIONAL,96002,,Dynamic surface emg,0.41,0.2,0.2,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.64,0.64,20.70176,20.70176
1. PFS,2025,2025-01-01,NATIONAL,96004,,Phys review of motion tests,2.14,0.87,0.87,0.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.1700000000000004,3.1700000000000004,102.53840500000001,102.53840500000001
1. PFS,2025,2025-01-01,NATIONAL,96020,26,Functional brain mapping,3.43,1.06,1.06,0.15,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.640000000000001,4.640000000000001,150.08776,150.08776
1. PFS,2025,2025-01-01,NATIONAL,96041,,Genetic counseling svc ea 30,0.0,1.51,1.51,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.55,1.55,50.137075,50.137075
1. PFS,2025,2025-01-01,NATIONAL,96105,,Assessment of aphasia,1.75,1.09,1.09,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.9,2.9,93.80484999999999,93.80484999999999
1. PFS,2025,2025-01-01,NATIONAL,96110,,Developmental screen w/score,0.0,0.34,0.34,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.35000000000000003,0.35000000000000003,11.321275,11.321275
1. PFS,2025,2025-01-01,NATIONAL,96112,,Devel tst phys/qhp 1st hr,2.56,1.21,0.9,0.16,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.93,3.62,127.121745,117.09433
1. PFS,2025,2025-01-01,NATIONAL,96113,,Devel tst phys/qhp ea addl,1.16,0.45,0.29,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.65,1.49,53.371725,48.196284999999996
1. PFS,2025,2025-01-01,NATIONAL,96116,,Nubhvl xm phys/qhp 1st hr,1.86,0.81,0.43,0.07,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.7399999999999998,2.36,88.62941,76.33774
1. PFS,2025,2025-01-01,NATIONAL,96121,,Nubhvl xm phy/qhp ea addl hr,1.71,0.5,0.22,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.25,1.97,72.779625,63.722604999999994
1. PFS,2025,2025-01-01,NATIONAL,96125,,Cognitive test by hc pro,1.7,1.33,1.33,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.08,3.08,99.62722,99.62722
1. PFS,2025,2025-01-01,NATIONAL,96127,,Brief emotional/behav assmt,0.0,0.13,0.13,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.14,0.14,4.528510000000001,4.528510000000001
1. PFS,2025,2025-01-01,NATIONAL,96130,,Psycl tst eval phys/qhp 1st,2.56,0.94,0.59,0.13,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.63,3.28,117.417795,106.09651999999998
1. PFS,2025,2025-01-01,NATIONAL,96131,,Psycl tst eval phys/qhp ea,1.96,0.56,0.24,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.56,2.24,82.80704,72.45616000000001
1. PFS,2025,2025-01-01,NATIONAL,96132,,Nrpsyc tst eval phys/qhp 1st,2.56,1.21,0.52,0.1,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.87,3.18,125.180955,102.86187
1. PFS,2025,2025-01-01,NATIONAL,96133,,Nrpsyc tst eval phys/qhp ea,1.96,0.89,0.25,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.89,2.25,93.481385,72.779625
1. PFS,2025,2025-01-01,NATIONAL,96136,,Psycl/nrpsyc tst phy/qhp 1st,0.55,0.68,0.12,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.26,0.7000000000000001,40.756589999999996,22.64255
1. PFS,2025,2025-01-01,NATIONAL,96137,,Psycl/nrpsyc tst phy/qhp ea,0.46,0.64,0.06,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.11,0.53,35.904615,17.143645
1. PFS,2025,2025-01-01,NATIONAL,96138,,Psycl/nrpsyc tech 1st,0.0,1.03,1.03,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.04,1.04,33.64036,33.64036
1. PFS,2025,2025-01-01,NATIONAL,96139,,Psycl/nrpsyc tst tech ea,0.0,1.03,1.03,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.04,1.04,33.64036,33.64036
1. PFS,2025,2025-01-01,NATIONAL,96146,,Psycl/nrpsyc tst auto result,0.0,0.06,0.06,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.06999999999999999,0.06999999999999999,2.264255,2.264255
1. PFS,2025,2025-01-01,NATIONAL,96156,,Hlth bhv assmt/reassessment,2.3,0.7,0.32,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.06,2.6799999999999997,98.98029,86.68861999999999
1. PFS,2025,2025-01-01,NATIONAL,96158,,Hlth bhv ivntj indiv 1st 30,1.59,0.47,0.21,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.1,1.84,67.92765,59.51756
1. PFS,2025,2025-01-01,NATIONAL,96159,,Hlth bhv ivntj indiv ea addl,0.55,0.16,0.07,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.7200000000000001,0.6300000000000001,23.28948,20.378295
1. PFS,2025,2025-01-01,NATIONAL,96160,,Pt-focused hlth risk assmt,0.0,0.09,0.09,0.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.09,0.09,2.9111849999999997,2.9111849999999997
1. PFS,2025,2025-01-01,NATIONAL,96161,,Caregiver health risk assmt,0.0,0.09,0.09,0.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.09,0.09,2.9111849999999997,2.9111849999999997
1. PFS,2025,2025-01-01,NATIONAL,96164,,Hlth bhv ivntj grp 1st 30,0.23,0.08,0.05,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.32,0.29000000000000004,10.35088,9.380485
1. PFS,2025,2025-01-01,NATIONAL,96165,,Hlth bhv ivntj grp ea addl,0.11,0.04,0.02,0.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.15,0.13,4.8519749999999995,4.205045
1. PFS,2025,2025-01-01,NATIONAL,96167,,Hlth bhv ivntj fam 1st 30,1.7,0.49,0.21,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.23,1.95,72.132695,63.075675
1. PFS,2025,2025-01-01,NATIONAL,96168,,Hlth bhv ivntj fam ea addl,0.6,0.18,0.08,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.8,0.7,25.877200000000002,22.642549999999996
1. PFS,2025,2025-01-01,NATIONAL,96170,,Hlth bhv ivntj fam wo pt 1st,1.5,0.74,0.59,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.3200000000000003,2.17,75.04388,70.19190499999999
1. PFS,2025,2025-01-01,NATIONAL,96171,,Hlth bhv ivntj fam w/o pt ea,0.54,0.27,0.21,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.8400000000000001,0.78,27.17106,25.23027
1. PFS,2025,2025-01-01,NATIONAL,96202,,Mlt fam grp bhv train 1st 60,0.43,0.28,0.2,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.72,0.64,23.289479999999998,20.70176
1. PFS,2025,2025-01-01,NATIONAL,96203,,Mlt fam grp bhv train ea add,0.12,0.06,0.06,0.0,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.18,0.18,5.822369999999999,5.822369999999999
1. PFS,2025,2025-01-01,NATIONAL,96360,,Hydration iv infusion init,0.17,0.75,0.75,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.93,0.93,30.082245,30.082245
1. PFS,2025,2025-01-01,NATIONAL,96361,,Hydrate iv infusion add-on,0.09,0.26,0.26,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.36,0.36,11.644739999999999,11.644739999999999
1. PFS,2025,2025-01-01,NATIONAL,96365,,Ther/proph/diag iv inf init,0.21,1.54,1.54,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.79,1.79,57.900235,57.900235
1. PFS,2025,2025-01-01,NATIONAL,96366,,Ther/proph/diag iv inf addon,0.18,0.41,0.41,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.6,0.6,19.407899999999998,19.407899999999998
1. PFS,2025,2025-01-01,NATIONAL,96367,,Tx/proph/dg addl seq iv inf,0.19,0.62,0.62,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.8200000000000001,0.8200000000000001,26.52413,26.52413
1. PFS,2025,2025-01-01,NATIONAL,96368,,Ther/diag concurrent inf,0.17,0.39,0.39,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.5700000000000001,0.5700000000000001,18.437505,18.437505
1. PFS,2025,2025-01-01,NATIONAL,96369,,Sc ther infusion up to 1 hr,0.21,3.91,3.91,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.15,4.15,134.237975,134.237975
1. PFS,2025,2025-01-01,NATIONAL,96370,,Sc ther infusion addl hr,0.18,0.3,0.3,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.49,0.49,15.849784999999999,15.849784999999999
1. PFS,2025,2025-01-01,NATIONAL,96371,,Sc ther infusion reset pump,0.0,1.71,1.71,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.72,1.72,55.635979999999996,55.635979999999996
1. PFS,2025,2025-01-01,NATIONAL,96372,,Ther/proph/diag inj sc/im,0.17,0.25,0.25,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.43000000000000005,0.43000000000000005,13.908995,13.908995
1. PFS,2025,2025-01-01,NATIONAL,96373,,Ther/proph/diag inj ia,0.17,0.39,0.39,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.5700000000000001,0.5700000000000001,18.437505,18.437505
1. PFS,2025,2025-01-01,NATIONAL,96374,,Ther/proph/diag inj iv push,0.18,0.85,0.85,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.05,1.05,33.963825,33.963825
1. PFS,2025,2025-01-01,NATIONAL,96375,,Tx/pro/dx inj new drug addon,0.1,0.33,0.33,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.44000000000000006,0.44000000000000006,14.232460000000001,14.232460000000001
1. PFS,2025,2025-01-01,NATIONAL,96377,,Applicaton on-body injector,0.17,0.36,0.36,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.54,0.54,17.46711,17.46711
1. PFS,2025,2025-01-01,NATIONAL,96380,,Admn rsv monoc antb im cnsl,0.24,0.44,0.44,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.69,0.69,22.319084999999998,22.319084999999998
1. PFS,2025,2025-01-01,NATIONAL,96381,,Admn rsv monoc antb im njx,0.17,0.41,0.41,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.59,0.59,19.084435,19.084435
1. PFS,2025,2025-01-01,NATIONAL,96401,,Chemo anti-neopl sq/im,0.21,1.8,1.8,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.0500000000000003,2.0500000000000003,66.310325,66.310325
1. PFS,2025,2025-01-01,NATIONAL,96402,,Chemo hormon antineopl sq/im,0.19,0.87,0.87,0.02,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.08,1.08,34.93422,34.93422
1. PFS,2025,2025-01-01,NATIONAL,96405,,Chemo intralesional up to 7,0.52,1.91,0.31,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.4599999999999995,0.8600000000000001,79.57238999999998,27.81799
1. PFS,2025,2025-01-01,NATIONAL,96406,,Chemo intralesional over 7,0.8,2.93,0.48,0.04,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.7700000000000005,1.32,121.94630500000001,42.69738
1. PFS,2025,2025-01-01,NATIONAL,96409,,Chemo iv push sngl drug,0.24,2.57,2.57,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.8599999999999994,2.8599999999999994,92.51098999999998,92.51098999999998
1. PFS,2025,2025-01-01,NATIONAL,96411,,Chemo iv push addl drug,0.2,1.34,1.34,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.57,1.57,50.784005,50.784005
1. PFS,2025,2025-01-01,NATIONAL,96413,,Chemo iv infusion 1 hr,0.28,3.35,3.35,0.06,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.69,3.69,119.35858499999999,119.35858499999999
1. PFS,2025,2025-01-01,NATIONAL,96415,,Chemo iv infusion addl hr,0.19,0.59,0.59,0.01,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,0.79,0.79,25.553735,25.553735
1. PFS,2025,2025-01-01,NATIONAL,96416,,Chemo prolong infuse w/pump,0.21,3.37,3.37,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,3.63,3.63,117.417795,117.417795
1. PFS,2025,2025-01-01,NATIONAL,96417,,Chemo iv infus each addl seq,0.21,1.58,1.58,0.03,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,1.82,1.82,58.87063,58.87063
1. PFS,2025,2025-01-01,NATIONAL,96420,,Chemo ia push tecnique,0.17,2.7,2.7,0.05,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,2.92,2.92,94.45178,94.45178
1. PFS,2025,2025-01-01,NATIONAL,96422,,Chemo ia infusion up to 1 hr,0.17,4.21,4.21,0.08,1.0,1.0,1.0,32.3465,rvu25a-updated-01_10_2025.zip,4.46,4.46,144.26539,144.26539
