CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,78201,Liver imaging static only,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78202,Liver imaging with vasc flow,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78215,Lvr&spleen img static only,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78216,Lvr&spleen img w/vasc flow,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78226,Hepatobiliary system imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78227,Hepatobil syst image w/drug,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78230,Salivary gland imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78231,Salivary glnd img serial img,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78232,Salivary gland function std,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78258,Esophageal motility,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78261,Gastric mucosa imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78262,Gastroesophageal reflux std,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78264,Gastric emptying imag study,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78265,Gastric emptying imag study,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78266,Gastric emptying imag study,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78278,Acute gi blood loss imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78282,Gi protein loss exam,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78290,Meckels divert exam,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78291,Leveen/shunt patency exam,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78299,Unlisted gi px dx nuc med,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78300,Bone imaging limited area,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78305,Bone imaging multiple areas,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78306,Bone imaging whole body,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78315,Bone imaging 3 phase,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78399,Unlisted muscskel px dx nuc,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78414,Non-imaging heart function,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78428,Cardiac shunt imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78429,Myocrd img pet 1 std w/ct,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78430,Myocrd img pet rst/strs w/ct,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78431,Myocrd img pet rst&strs ct,January_2025_ASC_Addenda.xlsx,1208.13,1208.13
5. ASC,2025,2025-01-01,NATIONAL,78432,Myocrd img pet 2rtracer,January_2025_ASC_Addenda.xlsx,1047.08,1047.08
5. ASC,2025,2025-01-01,NATIONAL,78433,Myocrd img pet 2rtracer ct,January_2025_ASC_Addenda.xlsx,1208.13,1208.13
5. ASC,2025,2025-01-01,NATIONAL,78434,Aqmbf pet rest & rx stress,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,78445,Vascular flow imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78451,Ht muscle image spect sing,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78452,Ht muscle image spect mult,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78453,Ht muscle image planar sing,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78454,Ht musc image planar mult,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78456,Acute venous thrombus image,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78457,Venous thrombosis imaging,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78458,Ven thrombosis images bilat,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78459,Myocrd img pet single study,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78466,Heart infarct image,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78468,Heart infarct image (ef),January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78469,Heart infarct image (3d),January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78472,Gated heart planar single,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78473,Gated heart multiple,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78481,Heart first pass single,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78483,Heart first pass multiple,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78491,Myocrd img pet 1std rst/strs,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78492,Myocrd img pet mlt rst&strs,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78494,Heart image spect,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78496,Heart first pass add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,78499,Unlisted cv px dx nuc med,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78579,Lung ventilation imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78580,Lung perfusion imaging,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78582,Lung ventilat&perfus imaging,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78597,Lung perfusion differential,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78598,Lung perf&ventilat diferentl,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78599,Unlisted resp px dx nuc med,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78600,Brain image < 4 views,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78601,Brain image w/flow < 4 views,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78605,Brain image 4+ views,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78606,Brain image w/flow 4 + views,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78608,Brain imaging (pet),January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78610,Brain flow imaging only,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78630,Cerebrospinal fluid scan,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78635,Csf ventriculography,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78645,Csf shunt evaluation,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78650,Csf leakage imaging,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78660,Nuclear exam of tear flow,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78699,Unlisted nrvs sys px dx nuc,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78700,Kidney imaging morphol,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78701,Kidney imaging with flow,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78707,K flow/funct image w/o drug,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78708,K flow/funct image w/drug,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78709,K flow/funct image multiple,January_2025_ASC_Addenda.xlsx,291.51,291.51
5. ASC,2025,2025-01-01,NATIONAL,78725,Kidney function study,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78730,Urinary bladder retention,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,78740,Ureteral reflux study,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78761,Testicular imaging w/flow,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78799,Unlisted gu px dx nuc med,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78800,Rp loclzj tum 1 area 1 d img,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78801,Rp loclzj tum 2+area 1+d img,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,78802,Rp loclzj tum whbdy 1 d img,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78803,Rp loclzj tum spect 1 area,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78804,Rp loclzj tum whbdy 2+d img,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78808,Iv inj ra drug dx study,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,78811,Pet image ltd area,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78812,Pet image skull-thigh,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78813,Pet image full body,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78814,Pet image w/ct lmtd,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78815,Pet image w/ct skull-thigh,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78816,Pet image w/ct full body,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78830,Rp loclzj tum spect w/ct 1,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78831,Rp loclzj tum spect 2 areas,January_2025_ASC_Addenda.xlsx,712.7,712.7
5. ASC,2025,2025-01-01,NATIONAL,78832,Rp loclzj tum spect w/ct 2,January_2025_ASC_Addenda.xlsx,783.26,783.26
5. ASC,2025,2025-01-01,NATIONAL,78835,Rp quan meas single area,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,78999,Unlisted misc px dx nuc med,January_2025_ASC_Addenda.xlsx,216.76,216.76
5. ASC,2025,2025-01-01,NATIONAL,79005,Nuclear rx oral admin,January_2025_ASC_Addenda.xlsx,49.49,49.49
5. ASC,2025,2025-01-01,NATIONAL,79101,Nuclear rx iv admin,January_2025_ASC_Addenda.xlsx,51.43,51.43
5. ASC,2025,2025-01-01,NATIONAL,79200,Nuclear rx intracav admin,January_2025_ASC_Addenda.xlsx,50.14,50.14
5. ASC,2025,2025-01-01,NATIONAL,79300,Nuclr rx interstit colloid,January_2025_ASC_Addenda.xlsx,120.32,120.32
5. ASC,2025,2025-01-01,NATIONAL,79403,Hematopoietic nuclear tx,January_2025_ASC_Addenda.xlsx,77.96,77.96
5. ASC,2025,2025-01-01,NATIONAL,79440,Nuclear rx intra-articular,January_2025_ASC_Addenda.xlsx,37.85,37.85
5. ASC,2025,2025-01-01,NATIONAL,79445,Nuclear rx intra-arterial,January_2025_ASC_Addenda.xlsx,120.32,120.32
5. ASC,2025,2025-01-01,NATIONAL,79999,Rp therapy unlisted px,January_2025_ASC_Addenda.xlsx,120.32,120.32
5. ASC,2025,2025-01-01,NATIONAL,90371,Hep b ig im,January_2025_ASC_Addenda.xlsx,146.31,146.31
5. ASC,2025,2025-01-01,NATIONAL,90375,Rabies ig im/sc,January_2025_ASC_Addenda.xlsx,280.37,280.37
5. ASC,2025,2025-01-01,NATIONAL,90376,Rabies ig heat treated,January_2025_ASC_Addenda.xlsx,347.32,347.32
5. ASC,2025,2025-01-01,NATIONAL,90377,Rabies ig ht&sol human im/sc,January_2025_ASC_Addenda.xlsx,250.52,250.52
5. ASC,2025,2025-01-01,NATIONAL,90378,Rsv mab im 50mg,January_2025_ASC_Addenda.xlsx,719.87,719.87
5. ASC,2025,2025-01-01,NATIONAL,90393,Vaccina ig im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90396,Varicella-zoster ig im,January_2025_ASC_Addenda.xlsx,2252.28,2252.28
5. ASC,2025,2025-01-01,NATIONAL,90476,Adenovirus vaccine type 4,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90581,Anthrax vaccine sc or im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90632,Hepa vaccine adult im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90633,Hepa vacc ped/adol 2 dose im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90634,Hepa vacc ped/adol 3 dose,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90636,Hep a/hep b vacc adult im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90647,Hib prp-omp vacc 3 dose im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90648,Hib prp-t vaccine 4 dose im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90653,Iiv adjuvant vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90655,Iiv3 vacc no prsv 0.25 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90656,Iiv3 vacc no prsv 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90657,Iiv3 vaccine splt 0.25 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90658,Iiv3 vaccine splt 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90660,Laiv3 vaccine intranasal,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90661,Cciiv3 vac abx fr 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90662,Iiv no prsv increased ag im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90670,Pcv13 vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90672,Laiv4 vaccine intranasal,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90673,Riv3 vaccine no preserv im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90674,Cciiv4 vac no prsv 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90675,Rabies vaccine im,January_2025_ASC_Addenda.xlsx,327.78,327.78
5. ASC,2025,2025-01-01,NATIONAL,90676,Rabies vaccine id,January_2025_ASC_Addenda.xlsx,264.47,264.47
5. ASC,2025,2025-01-01,NATIONAL,90680,Rv5 vacc 3 dose live oral,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90682,Riv4 vacc recombinant dna im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90684,Pcv21 vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90684,Pcv21 vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90685,Iiv4 vacc no prsv 0.25 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90686,Iiv4 vacc no prsv 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90687,Iiv4 vaccine splt 0.25 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90688,Iiv4 vaccine splt 0.5 ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90689,Vacc iiv4 no prsrv 0.25ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90690,Typhoid vaccine oral,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90691,Typhoid vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90694,Vacc aiiv4 no prsrv 0.5ml im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90696,Dtap-ipv vaccine 4-6 yrs im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90698,Dtap-ipv/hib vaccine im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90717,Yellow fever vaccine subq,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90732,Ppsv23 vacc 2 yrs+ subq/im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90739,Hepb vacc 2/4 dose adult im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90740,Hepb vacc 3 dose immunsup im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90743,Hepb vacc 2 dose adolesc im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90744,Hepb vacc 3 dose ped/adol im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90746,Hepb vaccine 3 dose adult im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90747,Hepb vacc 4 dose immunsup im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90749,Unlisted vaccine/toxoid,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90756,Cciiv4 vacc abx free im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90759,Hep b vac 3ag 10mcg 3 dos im,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90885,Psy evaluation of records,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90887,Consultation with family,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90889,Preparation of report,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,90940,Hemodialysis access study,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,91035,G-esoph reflx tst w/electrod,January_2025_ASC_Addenda.xlsx,284.98,284.98
5. ASC,2025,2025-01-01,NATIONAL,91200,Liver elastography,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,92920,Prq cardiac angioplast 1 art,January_2025_ASC_Addenda.xlsx,3628.13,3628.13
5. ASC,2025,2025-01-01,NATIONAL,92921,Prq cardiac angio addl art,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,92928,Prq card stent w/angio 1 vsl,January_2025_ASC_Addenda.xlsx,6994.16,6994.16
5. ASC,2025,2025-01-01,NATIONAL,92929,Prq card stent w/angio addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,92978,Endoluminl ivus oct c 1st,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93355,Echo transesophageal (tee),January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93451,Right heart cath,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93452,Left hrt cath w/ventrclgrphy,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93453,R&l hrt cath w/ventriclgrphy,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93454,Coronary artery angio s&i,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93455,Coronary art/grft angio s&i,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93456,R hrt coronary artery angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93457,R hrt art/grft angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93458,L hrt artery/ventricle angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93459,L hrt art/grft angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93460,R&l hrt art/ventricle angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93461,R&l hrt art/ventricle angio,January_2025_ASC_Addenda.xlsx,1655.71,1655.71
5. ASC,2025,2025-01-01,NATIONAL,93462,L hrt cath trnsptl puncture,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93566,Njx car cth slctv rv/ra ang,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93567,Njx car cth sprvlv aortgrphy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93568,Njx car cth nslc p-art angrp,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93571,Heart flow reserve measure,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93572,Heart flow reserve measure,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,93985,Dup-scan hemo compl bi std,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,93986,Dup-scan hemo compl uni std,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,A2001,"Innovamatrix ac, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2002,Mirragen adv wnd mat per sq,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2004,"Xcellistem, 1 mg",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2005,"Microlyte matrix, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2006,Novosorb synpath per sq cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2007,"Restrata, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2008,"Theragenesis, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2009,"Symphony, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2010,"Apis, per square centimeter",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2011,"Supra sdrm, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2012,"Suprathel, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2013,"Innovamatrix fs, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2014,Omeza collag per 100 mg ,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2015,"Phoenix wnd mtrx, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,A2016,"Permeaderm b, per sq cm",January_2025_ASC_Addenda.xlsx,0.0,0.0
