Addendum AA -- ASC Covered Surgical Procedures for CY 2025                                                                                                                            (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,January 2025 Payment Indicator,January 2025  Payment Weight  ,January 2025 Payment Rate 
58820,,Drain ovary abscess open,Y,A2,30.4993,"$1,674.26"
58900,,Biopsy of ovary(s),Y,A2,30.4993,"$1,674.26"
58970,,Retrieval of oocyte,Y,A2,8.5102,$467.17
58974,,Embryo transfer intrauterine,Y,A2,8.5102,$467.17
58976,,Transfer of embryo,Y,A2,2.9708,$163.08
59000,,Amniocentesis diagnostic,Y,P3,,$60.16
59001,,Amniocentesis therapeutic,Y,R2,2.9708,$163.08
59012,,Fetal cord puncture prenatal,Y,G2,2.9708,$163.08
59015,,Chorion biopsy,Y,P3,,$61.78
59020,,Fetal contract stress test,Y,P3,,$33.32
59025,,Fetal non-stress test,Y,P3,,$19.41
59070,,Transabdom amnioinfus w/us,Y,G2,2.9708,$163.08
59072,,Umbilical cord occlud w/us,Y,J8,4.0126,$220.27
59074,,Fetal fluid drainage w/us,Y,G2,2.9708,$163.08
59076,,Fetal shunt placement w/us,Y,G2,2.9708,$163.08
59100,,Remove uterus lesion,Y,R2,40.5424,"$2,225.58"
59150,,Treat ectopic pregnancy,Y,G2,52.1053,"$2,860.32"
59151,,Treat ectopic pregnancy,Y,G2,52.1053,"$2,860.32"
59160,,D & c after delivery,Y,A2,30.4993,"$1,674.26"
59200,,Insert cervical dilator,Y,P3,,$78.60
59300,,Episiotomy or vaginal repair,Y,P3,,$119.68
59320,,Revision of cervix,Y,A2,30.4993,"$1,674.26"
59412,,Antepartum manipulation,Y,G2,30.4993,"$1,674.26"
59414,,Deliver placenta,Y,G2,30.4993,"$1,674.26"
59812,,Treatment of miscarriage,Y,A2,30.4993,"$1,674.26"
59820,,Care of miscarriage,Y,A2,30.4993,"$1,674.26"
59821,,Treatment of miscarriage,Y,A2,30.4993,"$1,674.26"
59840,,Induced abortion d&c,Y,A2,30.4993,"$1,674.26"
59841,,Induced abortion dilat&evac,Y,A2,30.4993,"$1,674.26"
59866,,Abortion (mpr),Y,G2,2.9708,$163.08
59870,,Evacuate mole of uterus,Y,A2,30.4993,"$1,674.26"
59871,,Remove cerclage suture,N,A2,30.4993,"$1,674.26"
60000,,Drain thyroid/tongue cyst,Y,A2,11.9753,$657.38
60100,,Biopsy of thyroid,Y,P3,,$50.78
60200,,Remove thyroid lesion,Y,A2,52.1053,"$2,860.32"
60210,,Partial thyroid excision,Y,G2,52.1053,"$2,860.32"
60212,,Partial thyroid excision,Y,G2,52.1053,"$2,860.32"
60220,,Partial removal of thyroid,Y,G2,52.1053,"$2,860.32"
60225,,Partial removal of thyroid,Y,G2,52.1053,"$2,860.32"
60240,,Removal of thyroid,Y,G2,52.1053,"$2,860.32"
60260,,Repeat thyroid surgery,Y,G2,53.1441,"$2,917.35"
60280,,Remove thyroid duct lesion,Y,A2,52.1053,"$2,860.32"
60281,,Remove thyroid duct lesion,Y,A2,52.1053,"$2,860.32"
60300,,Aspir/inj thyroid cyst,Y,P3,,$65.34
60500,,Explore parathyroid glands,Y,G2,53.1441,"$2,917.35"
60512,,Autotransplant parathyroid,N,N1,,
60660,,Abltj 1/+thyr ndul 1lobe prq,Y,G2,12.9024,$708.28
60661,,Abltj 1/+thyr ndul addl prq,N,N1,,
61000,,Remove cranial cavity fluid,Y,R2,6.772,$371.75
61001,,Remove cranial cavity fluid,Y,R2,6.772,$371.75
61020,,Remove brain cavity fluid,Y,A2,8.7064,$477.94
61026,,Injection into brain canal,Y,A2,6.772,$371.75
61050,,Remove brain canal fluid,Y,A2,2.887,$158.48
61055,,Injection into brain canal,Y,A2,2.887,$158.48
61070,,Brain canal shunt procedure,Y,A2,6.772,$371.75
61215,,Ins subq rsvr pmp/nfs sys,Y,A2,56.2824,"$3,089.62"
61330,,Dcmprn orbit only transcrnl,Y,G2,25.4021,"$1,394.45"
61770,,Incise skull for treatment,Y,G2,56.2824,"$3,089.62"
61781,,Scan proc cranial intra,N,N1,,
61782,,Scan proc cranial extra,N,N1,,
61783,,Scan proc spinal,N,N1,,
61790,,Treat trigeminal nerve,Y,A2,16.8491,$924.93
61791,,Treat trigeminal tract,Y,A2,16.8491,$924.93
61880,,Revise/remove neuroelectrode,Y,G2,35.419,"$1,944.33"
61885,,Insrt/redo neurostim 1 array,N,J8,366.198,"$20,102.44"
61886,,Implant neurostim arrays,N,J8,478.9063,"$26,289.56"
61888,,Revise/remove neuroreceiver,Y,J8,194.0577,"$10,652.80"
62160,,Neuroendoscopy add-on,N,N1,,
62194,,Replace/irrigate catheter,Y,A2,16.8491,$924.93
62225,,Replace/irrigate catheter,Y,A2,56.2824,"$3,089.62"
62230,,Replace/revise brain shunt,Y,G2,56.2824,"$3,089.62"
62252,,Csf shunt reprogram,N,P3,,$40.43
62263,,Epidural lysis mult sessions,Y,A2,8.7064,$477.94
62264,,Epidural lysis on single day,Y,A2,8.7064,$477.94
62267,,Interdiscal perq aspir dx,Y,G2,6.8786,$377.60
62268,,Drain spinal cord cyst,Y,A2,8.7064,$477.94
62269,,Needle biopsy spinal cord,Y,A2,12.9024,$708.28
62270,,Dx lmbr spi pnxr,Y,A2,6.772,$371.75
62272,,Ther spi pnxr drg csf,Y,A2,6.772,$371.75
62273,,Inject epidural patch,Y,A2,6.772,$371.75
62280,,Treat spinal cord lesion,Y,A2,8.7064,$477.94
62281,,Treat spinal cord lesion,Y,A2,8.7064,$477.94
62282,,Treat spinal canal lesion,Y,A2,8.7064,$477.94
62284,,Injection for myelogram,N,N1,,
62287,,Dcmprn px perq 1/mlt lumbar,Y,A2,16.8491,$924.93
62290,,Njx px discography lumbar,N,N1,,
62291,,Njx px discography crv/thrc,N,N1,,
62292,,Njx chemonucleolysis lmbr,Y,R2,16.8491,$924.93
62294,,Injection into spinal artery,Y,A2,8.7064,$477.94
62302,,Myelography lumbar injection,N,N1,,
62303,,Myelography lumbar injection,N,N1,,
62304,,Myelography lumbar injection,N,N1,,
62305,,Myelography lumbar injection,N,N1,,
62320,,Njx interlaminar crv/thrc,Y,G2,6.772,$371.75
62321,,Njx interlaminar crv/thrc,Y,G2,6.772,$371.75
62322,,Njx interlaminar lmbr/sac,Y,G2,8.7064,$477.94
62323,,Njx interlaminar lmbr/sac,Y,G2,6.772,$371.75
62324,,Njx interlaminar crv/thrc,Y,G2,8.7064,$477.94
62325,,Njx interlaminar crv/thrc,Y,G2,8.7064,$477.94
62326,,Njx interlaminar lmbr/sac,Y,G2,8.7064,$477.94
62327,,Njx interlaminar lmbr/sac,Y,G2,8.7064,$477.94
62328,,Dx lmbr spi pnxr w/fluor/ct,Y,G2,6.772,$371.75
62329,,Ther spi pnxr csf fluor/ct,Y,G2,6.772,$371.75
62350,,Implant spinal canal cath,Y,J8,78.0858,"$4,286.52"
62355,,Remove spinal canal catheter,N,A2,16.8491,$924.93
62360,,Insert spine infusion device,Y,J8,267.6391,"$14,692.05"
62361,,Implant spine infusion pump,Y,J8,283.0342,"$15,537.16"
62362,,Implant spine infusion pump,Y,J8,264.3044,"$14,508.99"
62365,,Remove spine infusion device,N,A2,56.2824,"$3,089.62"
62367,,Analyze spine infus pump,N,P3,,$13.91
62368,,Analyze sp inf pump w/reprog,N,P3,,$19.41
62369,,Anal sp inf pmp w/reprg&fill,N,P3,,$64.69
62370,,Anl sp inf pmp w/mdreprg&fil,N,P3,,$56.61
62380,,Ndsc dcmprn 1 ntrspc lumbar,Y,G2,63.9555,"$3,510.84"
63001,,Remove spine lamina 1/2 crvl,Y,G2,63.9555,"$3,510.84"
63003,,Remove spine lamina 1/2 thrc,Y,G2,63.9555,"$3,510.84"
63005,,Remove spine lamina 1/2 lmbr,Y,G2,63.9555,"$3,510.84"
63020,,Neck spine disk surgery,Y,G2,63.9555,"$3,510.84"
63030,,Low back disk surgery,Y,G2,63.9555,"$3,510.84"
63042,,Laminotomy single lumbar,Y,G2,63.9555,"$3,510.84"
63044,,Laminotomy addl lumbar,N,N1,,
63045,,Lam facetec & foramot crv,Y,G2,63.9555,"$3,510.84"
63046,,Lam facetec & foramot thrc,Y,G2,63.9555,"$3,510.84"
63047,,Lam facetec & foramot lumbar,Y,G2,63.9555,"$3,510.84"
63055,,Decompress spinal cord thrc,Y,G2,63.9555,"$3,510.84"
63056,,Decompress spinal cord lmbr,Y,G2,63.9555,"$3,510.84"
63600,,Remove spinal cord lesion,Y,A2,16.8491,$924.93
63610,,Stimulation of spinal cord,Y,J8,23.8155,"$1,307.35"
63650,,Implant neuroelectrodes,N,J8,92.6177,"$5,084.25"
63655,,Implant neuroelectrodes,N,J8,329.8056,"$18,104.68"
63661,,Remove spine eltrd perq aray,N,G2,16.8491,$924.93
63662,,Remove spine eltrd plate,Y,G2,35.419,"$1,944.33"
63663,,Revise spine eltrd perq aray,N,J8,93.9876,"$5,159.45"
63664,,Revise spine eltrd plate,N,J8,166.355,"$9,132.06"
63685,,Ins/rplc spi npg/rcvr pocket,N,J8,478.7625,"$26,281.67"
63688,,Rev/rmv imp sp npg/r dtch cn,Y,A2,35.419,"$1,944.33"
63744,,Revision of spinal shunt,Y,J8,78.3432,"$4,300.65"
63746,,Removal of spinal shunt,N,A2,16.8491,$924.93
64400,,Njx aa&/strd trigeminal nrv,Y,P3,,$77.96
64405,,Njx aa&/strd gr ocpl nrv,Y,P3,,$35.90
64408,,Njx aa&/strd vagus nrv,Y,P3,,$50.46
64415,,Njx aa&/strd brch plxs img,Y,A2,8.7064,$477.94
64416,,Njx aa&/strd brch pl nfs img,Y,J8,11.0351,$605.77
64417,,Njx aa&/strd ax nerve img,Y,A2,8.7064,$477.94
64418,,Njx aa&/strd sprscap nrv,Y,P3,,$43.67
64420,,Njx aa&/strd ntrcost nrv 1,Y,A2,6.772,$371.75
64421,,Njx aa&/strd ntrcost nrv ea,Y,A2,8.7064,$477.94
64425,,Njx aa&/strd ii ih nerves,Y,P3,,$70.52
64430,,Njx aa&/strd pudendal nerve,Y,A2,8.7064,$477.94
64435,,Njx aa&/strd paracrv nrv,Y,P3,,$48.52
64445,,Njx aa&/strd sciatic nrv img,Y,P3,,$101.24
64446,,Njx aa&/strd sc nrv nfs img,Y,G2,8.7064,$477.94
64447,,Njx aa&/strd femoral nrv img,Y,P3,,$65.02
64448,,Njx aa&/strd fem nrv nfs img,Y,J8,11.0822,$608.36
64449,,Njx aa&/strd lmbr plex nfs,Y,G2,8.7064,$477.94
64450,,Njx aa&/strd other pn/branch,Y,P3,,$45.29
64451,,Njx aa&/strd nrv nrvtg si jt,Y,G2,6.772,$371.75
64454,,Njx aa&/strd gnclr nrv brnch,Y,G2,6.772,$371.75
64455,,Njx aa&/strd pltr com dg nrv,Y,P3,,$22.32
64461,,Pvb thoracic single inj site,Y,G2,6.772,$371.75
64462,,Pvb thoracic 2nd+ inj site,N,N1,,
64463,,Pvb thoracic cont infusion,Y,G2,6.772,$371.75
64466,,Thrc fascial pln blk uni njx,N,N1,,
64467,,Thrc fascial pln blk uni nfs,N,N1,,
64468,,Thrc fascial pln blk bi njx,N,N1,,
64469,,Thrc fascial pln blk bi nfs,N,N1,,
64473,,Lwr xtr fscl pln blk uni njx,N,N1,,
64474,,Lwr xtr fscl pln blk uni nfs,N,N1,,
64479,,Njx aa&/strd tfrm epi c/t 1,Y,A2,8.7064,$477.94
64480,,Njx aa&/strd tfrm epi c/t ea,N,N1,,
64483,,Njx aa&/strd tfrm epi l/s 1,Y,A2,8.7064,$477.94
64484,,Njx aa&/strd tfrm epi l/s ea,N,N1,,
64486,,Tap block unil by injection,N,N1,,
64487,,Tap block uni by infusion,N,N1,,
64488,,Tap block bi injection,N,N1,,
64489,,Tap block bi by infusion,N,N1,,
64490,,Inj paravert f jnt c/t 1 lev,Y,G2,8.7064,$477.94
64491,,Inj paravert f jnt c/t 2 lev,N,N1,,
64492,,Inj paravert f jnt c/t 3 lev,N,N1,,
64493,,Inj paravert f jnt l/s 1 lev,Y,G2,8.7064,$477.94
64494,,Inj paravert f jnt l/s 2 lev,N,N1,,
64495,,Inj paravert f jnt l/s 3 lev,N,N1,,
64505,,N block spenopalatine gangl,Y,P3,,$85.39
64510,,N block stellate ganglion,Y,A2,8.7064,$477.94
64517,,N block inj hypogas plxs,Y,A2,8.7064,$477.94
64520,,N block lumbar/thoracic,Y,A2,8.7064,$477.94
64530,,N block inj celiac pelus,Y,A2,8.7064,$477.94
64553,,Implant neuroelectrodes,N,J8,165.5978,"$9,090.49"
64555,,Implant neuroelectrodes,N,J8,106.6257,"$5,853.22"
64561,,Implant neuroelectrodes,N,J8,95.0493,"$5,217.73"
64566,,Neuroeltrd stim post tibial,Y,P3,,$87.98
64568,,Opn impltj crnl nrv nea&pg,N,J8,488.9362,"$26,840.15"
64569,,Revise/repl vagus n eltrd,N,J8,207.299,"$11,379.68"
64570,,Remove vagus n eltrd,N,G2,56.2824,"$3,089.62"
64575,,Opn impltj nea perph nerve,N,J8,180.7638,"$9,923.03"
64580,,Opn impltj nea neuromuscular,N,J8,367.9275,"$20,197.38"
64581,,Opn impltj nea sacral nerve,N,J8,99.7187,"$5,474.06"
64582,,Opn mpltj hpglsl nstm ary pg,N,J8,470.576,"$25,832.27"
64583,,Rev/rplct hpglsl nstm ary pg,Y,J8,154.502,"$8,481.39"
64584,,Rmvl hpglsl nstim ary pg,N,G2,56.2824,"$3,089.62"
64585,,Rev/rmv perph nstim eltrd ra,Y,A2,35.419,"$1,944.33"
64590,,Ins/rpl prph sac/gstr npg/r,N,J8,358.3611,"$19,672.23"
64595,,Rev/rmv prph sac/gstr npg/r,Y,J8,45.1338,"$2,477.62"
64596,,Ins/rplcmt prq eltrd ra pn 1,Y,J8,154.502,"$8,481.39"
64597,,Ins/rplcm prq eltrd ra pn ea,N,N1,,
64598, *,Revj/rmvl nea pn w/int nstim,Y,R2,35.419,"$1,944.33"
64600,,Injection treatment of nerve,Y,A2,8.7064,$477.94
64605,,Injection treatment of nerve,Y,A2,16.8491,$924.93
64610,,Injection treatment of nerve,Y,A2,16.8491,$924.93
64611,,Chemodenerv saliv glands,Y,P3,,$83.45
64612,,Destroy nerve face muscle,Y,P3,,$79.25
64615,,Chemodenerv musc migraine,Y,P3,,$68.57
64616,,Chemodenerv musc neck dyston,Y,P3,,$69.22
64617,,Chemodener muscle larynx emg,Y,P3,,$86.04
64620,,Injection treatment of nerve,Y,A2,8.7064,$477.94
64624,,Dstrj nulyt agt gnclr nrv,Y,G2,16.8491,$924.93
64625,,Rf abltj nrv nrvtg si jt,Y,G2,16.8491,$924.93
64628,,Trml dstrj ios bvn 1st 2 l/s,Y,J8,173.495,"$9,524.01"
64630,,Injection treatment of nerve,Y,A2,8.7064,$477.94
64632,,N block inj common digit,Y,P3,,$45.93
64633,,Destroy cerv/thor facet jnt,Y,G2,16.8491,$924.93
64634,,Destroy c/th facet jnt addl,N,N1,,
64635,,Destroy lumb/sac facet jnt,Y,G2,16.8491,$924.93
64636,,Destroy l/s facet jnt addl,N,N1,,
64640,,Injection treatment of nerve,Y,P3,,$170.14
64642,,Chemodenerv 1 extremity 1-4,Y,P3,,$83.78
64643,,Chemodenerv 1 extrem 1-4 ea,N,N1,,
64644,,Chemodenerv 1 extrem 5/> mus,Y,P3,,$101.89
64645,,Chemodenerv 1 extrem 5/> ea,N,N1,,
64646,,Chemodenerv trunk musc 1-5,Y,P3,,$83.78
64647,,Chemodenerv trunk musc 6/>,Y,P3,,$91.22
64650,,Chemodenerv eccrine glands,Y,P3,,$58.55
64653,,Chemodenerv eccrine glands,Y,P3,,$65.34
64680,,Injection treatment of nerve,Y,A2,8.7064,$477.94
64681,,Injection treatment of nerve,Y,A2,8.7064,$477.94
64702,,Revise finger/toe nerve,Y,A2,16.8491,$924.93
64704,,Revise hand/foot nerve,Y,A2,16.8491,$924.93
64708,,Revise arm/leg nerve,Y,G2,16.8491,$924.93
64712,,Revision of sciatic nerve,Y,G2,16.8491,$924.93
64713,,Revision of arm nerve(s),Y,G2,16.8491,$924.93
64714,,Revise low back nerve(s),Y,G2,16.8491,$924.93
64716,,Revision of cranial nerve,Y,A2,16.8491,$924.93
64718,,Revise ulnar nerve at elbow,Y,A2,16.8491,$924.93
64719,,Revise ulnar nerve at wrist,Y,A2,16.8491,$924.93
64721,,Carpal tunnel surgery,Y,A2,16.8491,$924.93
64722,,Relieve pressure on nerve(s),Y,A2,16.8491,$924.93
64726,,Release foot/toe nerve,Y,A2,16.8491,$924.93
64727,,Internal nerve revision,N,N1,,
64732,,Incision of brow nerve,Y,A2,16.8491,$924.93
64734,,Incision of cheek nerve,Y,A2,16.8491,$924.93
64736,,Incision of chin nerve,Y,A2,16.8491,$924.93
64738,,Incision of jaw nerve,Y,A2,16.8491,$924.93
64740,,Incision of tongue nerve,Y,A2,16.8491,$924.93
64742,,Incision of facial nerve,Y,A2,16.8491,$924.93
64744,,Incise nerve back of head,Y,A2,16.8491,$924.93
64746,,Incise diaphragm nerve,Y,A2,16.8491,$924.93
64763,,Incise hip/thigh nerve,Y,G2,16.8491,$924.93
64766,,Incise hip/thigh nerve,Y,J8,21.3557,"$1,172.32"
64771,,Sever cranial nerve,Y,A2,16.8491,$924.93
64772,,Incision of spinal nerve,Y,A2,16.8491,$924.93
64774,,Remove skin nerve lesion,Y,A2,16.8491,$924.93
64776,,Remove digit nerve lesion,Y,A2,16.8491,$924.93
64778,,Digit nerve surgery add-on,N,N1,,
64782,,Remove limb nerve lesion,Y,A2,16.8491,$924.93
64783,,Limb nerve surgery add-on,N,N1,,
64784,,Remove nerve lesion,Y,A2,16.8491,$924.93
64786,,Remove sciatic nerve lesion,Y,A2,56.2824,"$3,089.62"
64787,,Implant nerve end,N,N1,,
64788,,Remove skin nerve lesion,Y,A2,16.8491,$924.93
64790,,Removal of nerve lesion,Y,A2,16.8491,$924.93
64792,,Removal of nerve lesion,Y,A2,56.2824,"$3,089.62"
64795,,Biopsy of nerve,Y,A2,16.8491,$924.93
64802,,Sympathectomy cervical,Y,A2,16.8491,$924.93
64820,,Sympathectomy digital artery,Y,G2,16.8491,$924.93
64821,,Sympathectomy radial artery,Y,A2,28.767,"$1,579.16"
64822,,Sympathectomy ulnar artery,Y,G2,28.767,"$1,579.16"
64823,,Sympathectomy supfc palmar,Y,G2,28.767,"$1,579.16"
64831,,Repair of digit nerve,Y,A2,16.8491,$924.93
64832,,Repair nerve add-on,N,N1,,
64834,,Repair of hand or foot nerve,Y,A2,56.2824,"$3,089.62"
64835,,Repair of hand or foot nerve,Y,A2,56.2824,"$3,089.62"
64836,,Repair of hand or foot nerve,Y,A2,56.2824,"$3,089.62"
64837,,Repair nerve add-on,N,N1,,
64840,,Repair of leg nerve,Y,A2,56.2824,"$3,089.62"
64856,,Repair/transpose nerve,Y,A2,56.2824,"$3,089.62"
64857,,Repair arm/leg nerve,Y,A2,56.2824,"$3,089.62"
64858,,Repair sciatic nerve,Y,A2,16.8491,$924.93
64859,,Nerve surgery,N,N1,,
64861,,Repair of arm nerves,Y,A2,16.8491,$924.93
64862,,Repair of low back nerves,Y,A2,56.2824,"$3,089.62"
64864,,Repair of facial nerve,Y,A2,56.2824,"$3,089.62"
64865,,Repair of facial nerve,Y,J8,71.336,"$3,915.99"
64872,,Subsequent repair of nerve,N,N1,,
64874,,Repair & revise nerve add-on,N,N1,,
64876,,Repair nerve/shorten bone,N,N1,,
64885,,Nerve graft head/neck <4 cm,Y,A2,56.2824,"$3,089.62"
64886,,Nerve graft head/neck >4 cm,Y,J8,71.336,"$3,915.99"
64890,,Nrv grf 1strnd hnd/foot <4cm,Y,J8,71.336,"$3,915.99"
64891,,Nrv grf 1strnd hnd/foot >4cm,Y,J8,71.336,"$3,915.99"
64892,,Nrv grf 1strnd arm/leg <4cm,Y,J8,83.5876,"$4,588.54"
64893,,Nrv grf 1strnd arm/leg >4 cm,Y,G2,56.2824,"$3,089.62"
64895,,Nrv grf mltst hnd/foot <4 cm,Y,A2,56.2824,"$3,089.62"
64896,,Nrv grf mltst hnd/foot >4 cm,Y,A2,56.2824,"$3,089.62"
64897,,Nrv grf mltst arm/leg <4 cm,Y,G2,56.2824,"$3,089.62"
64898,,Nrv grf mltst arm/leg >4 cm,Y,A2,56.2824,"$3,089.62"
64901,,Nerve graft add-on,N,N1,,
64902,,Nerve graft add-on,N,N1,,
64905,,Nerve pedicle transfer,Y,A2,56.2824,"$3,089.62"
64907,,Nerve pedicle transfer,Y,A2,56.2824,"$3,089.62"
64910,,Nerve repair w/allograft,Y,J8,80.7128,"$4,430.73"
64912,,Nrv rpr w/nrv algrft 1st,Y,J8,83.1506,"$4,564.55"
64913,,Nrv rpr w/nrv algrft ea addl,N,N1,,
65091,,Revise eye,Y,A2,28.9105,"$1,587.04"
65093,,Revise eye with implant,Y,A2,28.9105,"$1,587.04"
65101,,Removal of eye,Y,A2,28.9105,"$1,587.04"
65103,,Remove eye/insert implant,Y,A2,28.9105,"$1,587.04"
65105,,Remove eye/attach implant,Y,A2,28.9105,"$1,587.04"
65110,,Removal of eye,Y,A2,28.9105,"$1,587.04"
65112,,Remove eye/revise socket,Y,A2,28.9105,"$1,587.04"
65114,,Remove eye/revise socket,Y,A2,28.9105,"$1,587.04"
65125,,Revise ocular implant,Y,G2,18.6903,"$1,026.00"
65130,,Insert ocular implant,Y,A2,28.9105,"$1,587.04"
65135,,Insert ocular implant,Y,A2,28.9105,"$1,587.04"
65140,,Attach ocular implant,Y,A2,28.9105,"$1,587.04"
65150,,Revise ocular implant,Y,A2,28.9105,"$1,587.04"
65155,,Reinsert ocular implant,Y,A2,28.9105,"$1,587.04"
65175,,Removal of ocular implant,Y,A2,28.9105,"$1,587.04"
65205,,Remove foreign body from eye,N,N1,,
65210,,Remove foreign body from eye,N,N1,,
65220,,Remove foreign body from eye,N,N1,,
65222,,Remove foreign body from eye,N,N1,,
65235,,Remove foreign body from eye,Y,A2,22.1206,"$1,214.31"
65260,,Remove foreign body from eye,Y,A2,22.1206,"$1,214.31"
65265,,Remove foreign body from eye,Y,A2,22.1206,"$1,214.31"
65270,,Repair of eye wound,Y,A2,18.6903,"$1,026.00"
65272,,Repair of eye wound,Y,A2,18.6903,"$1,026.00"
65275,,Repair of eye wound,Y,A2,28.9105,"$1,587.04"
65280,,Repair of eye wound,Y,A2,47.8794,"$2,628.34"
65285,,Repair of eye wound,Y,A2,47.8794,"$2,628.34"
65286,,Repair of eye wound,Y,P3,,$432.47
65290,,Repair of eye socket wound,Y,A2,28.9105,"$1,587.04"
65400,,Removal of eye lesion,Y,A2,9.0348,$495.97
65410,,Biopsy of cornea,Y,A2,18.6903,"$1,026.00"
65420,,Removal of eye lesion,Y,A2,18.6903,"$1,026.00"
65426,,Removal of eye lesion,Y,A2,18.6903,"$1,026.00"
65430,,Corneal smear,N,N1,,
65435,,Curette/treat cornea,Y,P3,,$47.55
65436,,Curette/treat cornea,Y,P3,,$206.37
65450,,Treatment of corneal lesion,Y,G2,2.9167,$160.11
65600,,Revision of cornea,Y,P3,,$273.33
65710,,Corneal transplant,Y,A2,47.8794,"$2,628.34"
65730,,Corneal transplant,Y,A2,38.1516,"$2,094.33"
65750,,Corneal transplant,Y,A2,47.8794,"$2,628.34"
65755,,Corneal transplant,Y,A2,38.1516,"$2,094.33"
65756,,Corneal trnspl endothelial,Y,G2,38.1516,"$2,094.33"
65757,,Prep corneal endo allograft,N,N1,,
65770,,Keratoprosthesis,Y,J8,201.2606,"$11,048.20"
65772,,Correction of astigmatism,Y,A2,9.0348,$495.97
65775,,Correction of astigmatism,Y,A2,18.6903,"$1,026.00"
65778,,Cover eye w/membrane,N,N1,,
65779,,Cover eye w/membrane suture,N,N1,,
65780,,Ocular reconst transplant,Y,G2,28.9105,"$1,587.04"
65781,,Ocular reconst transplant,Y,J8,64.6512,"$3,549.03"
65782,,Ocular reconst transplant,Y,A2,28.9105,"$1,587.04"
65785,,Impltj ntrstrml crnl rng seg,Y,J8,54.3039,"$2,981.01"
65800,,Drainage of eye,Y,A2,22.1206,"$1,214.31"
65810,,Drainage of eye,Y,A2,22.1206,"$1,214.31"
65815,,Drainage of eye,Y,A2,22.1206,"$1,214.31"
65820,,Goniotomy,Y,A2,38.1516,"$2,094.33"
65850,,Trabeculotomy ab externo,Y,A2,22.1206,"$1,214.31"
65855,,Trabeculoplasty laser surg,Y,P3,,$130.68
65860,,Severing ads ant sgm laser,Y,P3,,$170.14
65865,,Incise inner eye adhesions,Y,A2,22.1206,"$1,214.31"
65870,,Incise inner eye adhesions,Y,A2,22.1206,"$1,214.31"
65875,,Incise inner eye adhesions,Y,A2,22.1206,"$1,214.31"
65880,,Incise inner eye adhesions,Y,A2,38.1516,"$2,094.33"
65900,,Remove eye lesion,Y,A2,22.1206,"$1,214.31"
65920,,Remove implant of eye,Y,A2,22.1206,"$1,214.31"
65930,,Remove blood clot from eye,Y,A2,22.1206,"$1,214.31"
66020,,Injection treatment of eye,Y,A2,22.1206,"$1,214.31"
66030,,Injection treatment of eye,Y,A2,22.1206,"$1,214.31"
66130,,Remove eye lesion,Y,A2,18.6903,"$1,026.00"
66150,,Glaucoma surgery,Y,A2,38.1516,"$2,094.33"
66155,,Glaucoma surgery,Y,A2,38.1516,"$2,094.33"
66160,,Glaucoma surgery,Y,A2,22.1206,"$1,214.31"
66170,,Glaucoma surgery,Y,A2,22.1206,"$1,214.31"
66172,,Incision of eye,Y,A2,22.1206,"$1,214.31"
66174,,Trluml dil aq o/f can w/o st,Y,A2,38.1516,"$2,094.33"
66175,,Trluml dil aq o/f can w/st,Y,J8,77.4865,"$4,253.62"
66179,,Aqueous shunt eye w/o graft,Y,J8,60.3674,"$3,313.87"
66180,,Aqueous shunt eye w/graft,Y,J8,62.3711,"$3,423.86"
66183,,Insert ant drainage device,Y,J8,54.4949,"$2,991.50"
66184,,Revision of aqueous shunt,Y,G2,22.1206,"$1,214.31"
66185,,Revise aqueous shunt eye,Y,A2,22.1206,"$1,214.31"
66225,,Repair/graft eye lesion,Y,A2,47.8794,"$2,628.34"
66250,,Follow-up surgery of eye,Y,A2,18.6903,"$1,026.00"
66500,,Incision of iris,Y,A2,22.1206,"$1,214.31"
66505,,Incision of iris,Y,A2,22.1206,"$1,214.31"
66600,,Remove iris and lesion,Y,A2,38.1516,"$2,094.33"
66605,,Removal of iris,Y,A2,22.1206,"$1,214.31"
66625,,Removal of iris,Y,A2,22.1206,"$1,214.31"
66630,,Removal of iris,Y,A2,22.1206,"$1,214.31"
66635,,Removal of iris,Y,A2,22.1206,"$1,214.31"
66680,,Repair iris & ciliary body,Y,A2,22.1206,"$1,214.31"
66682,,Repair iris & ciliary body,Y,A2,22.1206,"$1,214.31"
66683,,Implantation iris prosthesis,Y,J8,252.9474,"$13,885.55"
66700,,Destruction ciliary body,Y,A2,22.1206,"$1,214.31"
66710,,Ciliary transsleral therapy,Y,A2,18.6903,"$1,026.00"
66711,,Ecp ciliary body destruction,Y,A2,22.1206,"$1,214.31"
66720,,Destruction ciliary body,Y,A2,18.6903,"$1,026.00"
66740,,Destruction ciliary body,Y,A2,18.6903,"$1,026.00"
66761,,Revision of iris,Y,P3,,$180.49
66762,,Revision of iris,Y,P3,,$270.74
66770,,Removal of inner eye lesion,Y,P2,5.3651,$294.52
66820,,Incision secondary cataract,Y,G2,22.1206,"$1,214.31"
66821,,After cataract laser surgery,Y,A2,5.3651,$294.52
66825,,Reposition intraocular lens,Y,A2,22.1206,"$1,214.31"
