Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2025 (Including Ancillary Services for Which Payment is Packaged),,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,,
,,,,,,,
HCPCS Code,,Short Descriptor,Drug and Device Pass-Through Expiration during Calendar Year,January 2025 Payment Indicator,January 2025 Payment Weight  ,January 2025 Payment Rate ,January 2025 IRA-22 Adjusted Copayment1
J1611,,"Inj glucagon hcl, fresenius",,K2,,$111.91,
J1620,,Gonadorelin hydroch/ 100 mcg,,K5,,,
J1626,,Granisetron hcl injection,,N1,,,
J1627,,"Inj, granisetron, xr, 0.1 mg",,K2,,$5.51,
J1628,,"Inj., guselkumab, 1 mg",,K2,,$73.52,
J1630,,Haloperidol injection,,N1,,,
J1631,,Haloperidol decanoate inj,,N1,,,
J1632,,"Inj., brexanolone, 1 mg",,N1,,,
J1640,,"Hemin, 1 mg",,K2,,$33.12,$6.36
J1642,,Inj heparin sodium per 10 u,,N1,,,
J1643,,"Inj heparin, pfizer, 1000u",,N1,,,
J1644,,Inj heparin sodium per 1000u,,N1,,,
J1645,,Dalteparin sodium,,N1,,,
J1650,,Inj enoxaparin sodium,,N1,,,
J1652,,Fondaparinux sodium,,N1,,,
J1655,,Tinzaparin sodium injection,,K5,,,
J1670,,Tetanus immune globulin inj,,K2,,$572.07,$116.01
J1700,,Hydrocortisone acetate inj,,N1,,,
J1710,,Hydrocortisone sodium ph inj,,K5,,,
J1720,,Hydrocortisone sodium succ i,,N1,,,
J1726,,"Makena, 10 mg",,K2,,$13.82,
J1729,,Inj hydroxyprogst capoat nos,,N1,,,
J1730,,Diazoxide injection,,K5,,,
J1738,,Inj. meloxicam 1 mg,,N1,,,
J1740,,Ibandronate sodium injection,,N1,,,
J1741,,Ibuprofen injection,,N1,,,
J1742,,Ibutilide fumarate injection,,K2,,$186.97,
J1743,,Idursulfase injection,,K2,,$542.22,
J1744,,Icatibant injection,,K2,,$135.06,
J1745,,Infliximab not biosimil 10mg,,K2,,$30.53,
J1746,,"Inj., ibalizumab-uiyk, 10 mg",,K2,,$77.13,
J1747,,"Inj, spesolimab-sbzo, 1 mg",,K2,,$61.43,
J1748,,"Inj, zymfentra, 10 mg",,N1,,,
J1749,,"Inj, iloprost, 0.1 mcg",,K5,,,
J1750,,Inj iron dextran,,K2,,$17.40,
J1756,,Iron sucrose injection,,N1,,,
J1786,,Imuglucerase injection,,K2,,$43.38,
J1790,,Droperidol injection,,N1,,,
J1800,,Propranolol injection,,N1,,,
J1805,,"Inj, esmolol hcl, 10mg",,N1,,,
J1806,,Inj esmolol hcl wg crit care,,N1,,,
J1811,,Fiasp for insulin pump use,,K2,,$7.90,
J1812,,Inj. insulin (fiasp),,N1,,,
J1813,,Lyumjev for insulin pump use,,N1,,,
J1814,,Inj. insulin (lyumjev),,K5,,,
J1815,,Insulin injection,,N1,,,
J1817,,Insulin for insulin pump use,,N1,,,
J1823,,"Inj. inebilizumab-cdon, 1 mg",,K2,,$484.40,
J1826,,Interferon beta-1a inj,,K2,,"$2,203.14",
J1830,,Interferon beta-1b / .25 mg,,K5,,,
J1833,,"Injection, isavuconazonium",,K2,,$0.99,$0.20
J1835,,Itraconazole injection,,K5,,,
J1836,,"Inj, metronidazole, 10 mg",,N1,,,
J1885,***,Ketorolac tromethamine inj,,K2,,$0.75,
J1890,,Cephalothin sodium injection,,K5,,,
J1920,,"Inj, labetalol hcl, 5mg ",,N1,,,
J1921,,"Inj labetalol hcl hikma, 5mg",,N1,,,
J1930,,Lanreotide injection,,K2,,$44.98,
J1931,,Laronidase injection,,K2,,$38.62,
J1932,,"Inj, lanreotide, (cipla) 1mg",,K2,,$30.68,
J1939,,"Inj, bumetanide, 0.5 mg",,K2,,$0.58,
J1940,,Furosemide injection,,N1,,,
J1943,,"Inj., aristada initio, 1 mg",,K2,,$3.13,
J1944,,Aripiprazole lauroxil 1 mg,,K2,,$3.23,
J1945,,Lepirudin,,K5,,,
J1950,,Leuprolide acetate /3.75 mg,,K2,,"$1,666.78",$314.44
J1951,,Inj fensolvi 0.25 mg,,K2,,$136.48,
J1952,,"Leuprolide inj, camcevi, 1mg",*,K2,,$55.91,
J1953,,Levetiracetam injection,,N1,,,
J1954,,Leuprolide depot cipla 7.5mg,,K2,,$235.28,
J1956,,Levofloxacin injection,,N1,,,
J1960,,Levorphanol tartrate inj,,K5,,,
J1961,,"Inj, lenacapavir, 1 mg",,K2,,$21.98,
J1980,,Hyoscyamine sulfate inj,,N1,,,
J1990,,Chlordiazepoxide injection,,K5,,,
J2002,,"Inj, lidocaine in d5w, 1 mg",,K2,,$0.00,
J2003,,"Inj, lidocaine hcl, 1 mg",,N1,,,
J2004,,"Inj, lidocaine w epinephrine",,N1,,,
J2010,,Lincomycin injection,,N1,,,
J2020,,Linezolid injection,,N1,,,
J2021,,"Inj, linezolid (hospira)",,N1,,,
J2060,,Lorazepam injection,,N1,,,
J2062,,Loxapine for inhalation 1 mg,,K5,,,
J2150,,Mannitol injection,,N1,,,
J2170,,Mecasermin injection,,N1,,,
J2175,,Meperidine hydrochl /100 mg,,N1,,,
J2180,,Meperidine/promethazine inj,,N1,,,
J2182,,"Injection, mepolizumab, 1mg",,K2,,$30.69,
J2183,,Inj meropenem (wg crit care),,K2,,$1.65,
J2184,,"Inj, meropenem (b. braun)",,N1,,,
J2185,,Meropenem,,N1,,,
J2186,,"Inj., meropenem, vaborbactam",,K2,,$2.10,
J2210,,Methylergonovin maleate inj,,N1,,,
J2212,,Methylnaltrexone injection,,N1,,,
J2246,,"Inj, micafungin (baxter)",,K5,,,
J2247,,"Inj, micafungin (par pharm)",,N1,,,
J2248,,Micafungin sodium injection,,N1,,,
J2249,,"Inj, remimazolam, 1 mg",,N1,,,
J2250,,Inj midazolam hydrochloride,,N1,,,
J2251,,Inj midazolam in 0.9% nacl,,N1,,,
J2252,,Inj midazolam in 0.8% nacl,,N1,,,
J2253,,Inj midazolam (seizalam),,N1,,,
J2260,,Inj milrinone lactate / 5 mg,,N1,,,
J2265,,Minocycline hydrochloride,,K2,,$2.59,$0.48
J2267,,"Inj, mirikizumab-mrkz, 1 mg",,K2,,$45.39,
J2270,,Morphine sulfate injection,,N1,,,
J2272,,"Inj, morphine (fresenius)",,N1,,,
J2274,,Inj morphine pf epid ithc,,N1,,,
J2277,,"Inj, motixafortide, 0.25 mg",,K2,,$25.22,
J2278,,Ziconotide injection,,K2,,$9.78,
J2280,,"Inj, moxifloxacin 100 mg",,N1,,,
J2281,,Inj moxifloxacin (fres kabi),,N1,,,
J2290,,"Inj, nafcillin sodium, 20 mg",,N1,,,
J2300,,Inj nalbuphine hydrochloride,,N1,,,
J2305,,"Inj, nitroglycerin, 5 mg",,N1,,,
J2310,,Inj naloxone hydrochloride,,N1,,,
J2311,,"Inj, naloxone hcl (zimhi)",,N1,,,
J2315,,"Naltrexone, depot form",,K2,,$4.12,
J2320,,Nandrolone decanoate 50 mg,,N1,,,
J2323,,Natalizumab injection,,K2,,$23.88,
J2326,,"Inj, nusinersen, 0.1mg",,K2,,"$1,246.99",
J2327,,Inj risankizumab-rzaa 1 mg,,K2,,$15.08,
J2329,,"Inj ublituximab-xiiy, 1 mg",,K2,,$69.03,$13.87
J2350,,"Injection, ocrelizumab, 1 mg",,K2,,$58.77,
J2353,,"Octreotide injection, depot",,K2,,$218.37,
J2354,,"Octreotide inj, non-depot",,N1,,,
J2355,,Oprelvekin injection,,K5,,,
J2356,,"Inj tezepelumab-ekko, 1mg",*,K2,,$18.16,
J2357,,Omalizumab injection,,K2,,$37.76,
J2358,,Olanzapine long-acting inj,,K2,,$2.92,
J2359,,"Inj. olanzapine, 0.5mg",,N1,,,
J2360,,Orphenadrine injection,,N1,,,
J2371,,Inj phenylephrine hcl 20 mcg,,N1,,,
J2372,,"Inj, biorphen, 20 micrograms",,N1,,,
J2373,,"Inj, immphentiv, 20 mcg",,K2,,$0.14,
J2401,,Chloroprocaine hcl injection,,N1,,,
J2402,,Chloroprocaine (clorotekal),,K5,,,
J2403,,"Chloroprocaine opht gel, 1mg",,K2,,$0.61,
J2404,,"Inj, nicardipine 0.1 mg",,N1,,,
J2405,,Ondansetron hcl injection,,N1,,,
J2406,,"Injection, oritavancin 10 mg",,K2,,$43.32,
J2407,,"Injection, oritavancin",,K2,,$28.53,
J2410,,Oxymorphone hcl injection,,K5,,,
J2425,,Palifermin injection,,K2,,$33.99,$5.75
J2426,,"Inj, invega sustenna, 1 mg",,K2,,$14.73,
J2427,,"Inj, invega hafyera/trinza",,K2,,$12.62,
J2430,,Pamidronate disodium /30 mg,,N1,,,
J2440,,Papaverin hcl injection,,N1,,,
J2460,,Oxytetracycline injection,,K5,,,
J2468,,"Inj, palonosetron (posfrea)",,K2,,$59.74,
J2469,,Palonosetron hcl,,N1,,,
J2470,,Inj pantoprazole sodium 40mg,,N1,,,
J2471,,Inj pantoprazole(hikma) 40mg,,N1,,,
J2472,,"Inj, pantoprazole sodium chl",,N1,,,
J2501,,Paricalcitol,,N1,,,
J2502,,"Inj, pasireotide long acting",,K2,,$533.50,$84.51
J2503,,Pegaptanib sodium injection,,K5,,,
J2504,,"Pegademase bovine, 25 iu",,K5,,,
J2506,,Inj pegfilgrast ex bio 0.5mg,,K2,,$19.98,
J2507,,Pegloticase injection,,K2,,"$3,550.05",$697.51
J2508,,Pegunigalsidase alfa-iwxj,,K2,,$226.79,$44.81
J2510,,Penicillin g procaine inj,,K2,,$47.19,
J2513,,Pentastarch 10% solution,,K5,,,
J2515,,Pentobarbital sodium inj,,N1,,,
J2540,,Penicillin g potassium inj,,N1,,,
J2543,,Piperacillin/tazobactam,,N1,,,
J2547,,"Injection, peramivir",,K2,,$1.68,
J2550,,Promethazine hcl injection,,N1,,,
J2560,,Phenobarbital sodium inj,,N1,,,
J2561,,"Inj, sezaby, 1 mg",,K2,,$0.65,
J2562,,Plerixafor injection,,K2,,$37.08,
J2590,,Oxytocin injection,,N1,,,
J2597,,Inj desmopressin acetate,,K2,,$4.95,
J2598,,"Inj, vasopressin, 1 unit",,N1,,,
J2599,,Inj vasopressin (am reg) 1 u,,N1,,,
J2601,,"Inj, vasopressin (baxter) ",,K2,,$3.63,
J2650,,Prednisolone acetate inj,,K5,,,
J2670,,Totazoline hcl injection,,K5,,,
J2675,,Inj progesterone per 50 mg,,N1,,,
J2679,,Inj fluphenazine hcl 1.25 mg,,K2,,$7.69,
J2680,,Fluphenazine decanoate 25 mg,,N1,,,
J2690,,Procainamide hcl injection,,K2,,$183.03,
J2700,,Oxacillin sodium injeciton,,N1,,,
J2704,,"Inj, propofol, 10 mg",,N1,,,
J2710,,Neostigmine methylslfte inj,,N1,,,
J2720,,Inj protamine sulfate/10 mg,,N1,,,
J2724,,Protein c concentrate,,K2,,$15.03,
J2725,,Inj protirelin per 250 mcg,,K5,,,
J2730,,Pralidoxime chloride inj,,N1,,,
J2760,,Phentolaine mesylate inj,,K2,,$394.63,
J2765,,Metoclopramide hcl injection,,N1,,,
J2770,,Quinupristin/dalfopristin,,K2,,$4.26,
J2777,,"Inj, faricimab-svoa, 0.1mg",*,K2,,$35.25,
J2778,,Ranibizumab injection,,K2,,$123.98,
J2779,,"Inj, susvimo 0.1 mg",*,K2,,$80.46,
J2781,,"Inj, pegcetacoplan, 1mg",,K2,,$146.37,
J2782,,Inj avacincaptad pegol 0.1mg,,K2,,$108.70,
J2783,,Rasburicase,,K2,,$369.97,
J2785,,Regadenoson injection,,N1,,,
J2786,,"Injection, reslizumab, 1mg",,K2,,$10.32,
J2787,,Riboflavin 5'phos opth<=3ml,,N1,,,
J2788,,Rho d immune globulin 50 mcg,,N1,,,
J2790,,Rho d immune globulin inj,,N1,,,
J2791,,Rhophylac injection,,N1,,,
J2792,,"Rho(d) immune globulin h, sd",,K2,,$32.86,
J2793,,Rilonacept injection,,K5,,,
J2794,,"Inj risperdal consta, 0.5 mg",,K2,,$10.99,
J2795,,Ropivacaine hcl injection,,N1,,,
J2798,,"Inj., perseris, 0.5 mg",,K2,,$12.19,
J2799,,"Inj, uzedy, 1 mg",,K2,,$24.72,
J2800,,Methocarbamol injection,,N1,,,
J2801,,"Inj, rykindo, 0.5 mg",,K2,,$13.03,
J2802,,"Inj, romiplostim 1 microgram",,K2,,$10.54,$1.98
J2805,,Sincalide injection,,N1,,,
J2810,,Inj theophylline per 40 mg,,K5,,,
J2820,,Sargramostim injection,,K2,,$60.02,$11.91
J2840,,Inj sebelipase alfa 1 mg,,K2,,$539.52,
J2850,,Inj secretin synthetic human,,K2,,$42.57,$8.36
J2860,,"Injection, siltuximab",,K2,,$155.97,$29.32
J2910,,Aurothioglucose injeciton,,K5,,,
J2916,,Na ferric gluconate complex,,N1,,,
J2919,,"Inj, methylpred sod succ 5mg",,K2,,$0.27,
J2940,,Somatrem injection,,K5,,,
J2941,,Somatropin injection,,K2,,$48.92,
J2950,,Promazine hcl injection,,N1,,,
J2993,,Reteplase injection,,K2,,"$2,777.14",
J2995,,Inj streptokinase /250000 iu,,K5,,,
J2997,,Alteplase recombinant,,K2,,$91.48,
J2998,,Inj plasminogen tvmh 1mg,*,K2,,$32.52,
J3000,,Streptomycin injection,,N1,,,
J3010,,Fentanyl citrate injection,,N1,,,
J3030,,Sumatriptan succinate / 6 mg,,N1,,,
J3031,,"Inj., fremanezumab-vfrm 1 mg",,N1,,,
J3032,,Inj. eptinezumab-jjmr 1 mg,,K2,,$19.32,$3.75
J3055,,Inj talquetamab-tgvs 0.25 mg,,K2,,$69.97,$13.84
J3060,,"Inj, taliglucerase alfa 10 u",,K2,,$41.62,
J3070,,Pentazocine injection,,N1,,,
J3090,,Inj tedizolid phosphate,,K2,,$1.81,
J3095,,Telavancin injection,,K2,,$7.40,
J3101,,Tenecteplase injection,,K2,,$162.43,$32.42
J3105,,Terbutaline sulfate inj,,N1,,,
J3111,,Inj. romosozumab-aqqg 1 mg,,K2,,$11.49,$2.24
J3121,,Inj testostero enanthate 1mg,,N1,,,
J3145,,Testosterone undecanoate 1mg,,K2,,$1.92,$0.38
J3230,,Chlorpromazine hcl injection,,N1,,,
J3240,,Thyrotropin injection,,K2,,"$2,067.91",
J3241,,Inj. teprotumumab-trbw 10 mg,,K2,,$347.10,
J3243,,Tigecycline injection,,N1,,,
J3244,,Inj. tigecycline (accord),,N1,,,
J3245,,"Inj., tildrakizumab, 1 mg",,K2,,$133.18,
J3246,,Tirofiban hcl,,N1,,,
J3247,,Inj secukinumab intrav 1mg,,K2,,$17.72,
J3250,,Trimethobenzamide hcl inj,,N1,,,
J3260,,Tobramycin sulfate injection,,N1,,,
J3262,,Tocilizumab injection,,K2,,$5.97,
J3263,,"Inj, toripalimab-tpzi, 1 mg",,K2,,$39.32,
J3265,,Injection torsemide 10 mg/ml,,K5,,,
J3280,,Thiethylperazine maleate inj,,K5,,,
J3285,,Treprostinil injection,,K2,,$55.95,
J3299,,Inj xipere 1 mg,*,K2,,$48.42,
J3300,,Triamcinolone a inj prs-free,,N1,,,
J3301,,Triamcinolone acet inj nos,,N1,,,
J3302,,Triamcinolone diacetate inj,,N1,,,
J3303,,Triamcinolone hexacetonl inj,,N1,,,
J3304,,Inj triamcinolone ace xr 1mg,,K2,,$18.00,
J3305,,Inj trimetrexate glucoronate,,K5,,,
J3310,,Perphenazine injeciton,,K5,,,
J3315,,Triptorelin pamoate,,K2,,$481.29,
J3316,,"Inj., triptorelin xr 3.75 mg",,K2,,"$3,512.09",
J3320,,Spectinomycn di-hcl inj,,K5,,,
J3350,,Urea injection,,K5,,,
J3355,,"Urofollitropin, 75 iu",,K5,,,
J3357,,"Ustekinumab sub cu inj, 1 mg",,K2,,$155.88,
J3358,,"Ustekinumab, iv inject, 1 mg",,K2,,$12.76,
J3360,,Diazepam injection,,N1,,,
J3364,,Urokinase 5000 iu injection,,K5,,,
J3365,,"Urokinase 250,000 iu inj",,K5,,,
J3370,,Vancomycin hcl injection,,N1,,,
J3371,,"Inj, vancomycin hcl (mylan)",,N1,,,
J3372,,"Inj, vancomycin hcl (xellia)",,N1,,,
J3380,,Inj vedolizumab iv 1 mg,,K2,,$21.67,
J3385,,Velaglucerase alfa,,K2,,$374.02,
J3396,,Verteporfin injection,,K2,,$11.50,
J3397,,"Inj., vestronidase alfa-vjbk",,K5,,,
J3398,,Inj luxturna 1 billion vec g,,K2,,"$3,173.23",
J3400,,Triflupromazine hcl inj,,K5,,,
J3401,,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",,K2,,"$1,016.78",
J3410,,Hydroxyzine hcl injection,,N1,,,
J3411,,Thiamine hcl 100 mg,,N1,,,
J3415,,Pyridoxine hcl 100 mg,,N1,,,
J3420,,Vitamin b12 injection,,N1,,,
J3424,,Inj hydroxocobalamin iv 25mg,,K2,,$5.18,
J3425,,Hydroxocobalamin im 10mcg,,K2,,$0.01,
J3430,,Vitamin k phytonadione inj,,N1,,,
J3465,,"Injection, voriconazole",,N1,,,
J3470,,Hyaluronidase injection,,N1,,,
J3471,,"Ovine, up to 999 usp units",,N1,,,
J3472,,"Ovine, 1000 usp units",,N1,,,
J3473,,Hyaluronidase recombinant,,N1,,,
J3475,,Inj magnesium sulfate,,N1,,,
J3480,,Inj potassium chloride,,N1,,,
J3485,,Zidovudine,,N1,,,
J3486,,Ziprasidone mesylate,,N1,,,
J3489,,Zoledronic acid 1mg,,N1,,,
J3490,,Drugs unclassified injection,,N1,,,
J3530,,Nasal vaccine inhalation,,N1,,,
J3590,,Unclassified biologics,,N1,,,
J7030,,Normal saline solution infus,,N1,,,
J7040,,Normal saline solution infus,,N1,,,
J7042,,5% dextrose/normal saline,,N1,,,
J7050,,Normal saline solution infus,,N1,,,
J7060,,5% dextrose/water,,N1,,,
J7070,,D5w infusion,,N1,,,
J7100,,Dextran 40 infusion,,N1,,,
J7110,,Dextran 75 infusion,,N1,,,
J7120,,Ringers lactate infusion,,N1,,,
J7121,,5% dextrose in lac ringers,,N1,,,
J7131,,Hypertonic saline sol,,N1,,,
J7165,,"Inj, human-lans, per i.u",,K2,,$1.80,
J7168,,Prothrombin complex kcentra,,K2,,$2.21,
J7169,,"Inj andexxa, 10 mg",,K2,,$131.80,
J7170,,"Inj., emicizumab-kxwh 0.5 mg",,K2,,$52.02,
J7171,,"Inj, adzynma, 10 iu",,K2,,$34.57,
J7175,,"Inj, factor x, (human), 1iu",,K2,,$9.53,
J7177,,"Inj., fibryga, 1 mg",,K2,,$1.11,
J7178,,Inj human fibrinogen con nos,,K2,,$1.48,
J7179,,Vonvendi inj 1 iu vwf:rco,,K2,,$1.85,
J7180,,Factor xiii anti-hem factor,,K2,,$10.47,
J7181,,Factor xiii recomb a-subunit,,K2,,$17.17,
J7182,,Factor viii recomb novoeight,,K2,,$1.43,
J7183,,Wilate injection,,K2,,$1.28,
J7185,,Xyntha inj,,K2,,$1.50,
J7186,,Antihemophilic viii/vwf comp,,K2,,$1.20,
J7187,,"Humate-p, inj",,K2,,$1.45,
J7188,,Factor viii recomb obizur,,K2,,$3.23,
J7189,,Factor viia recomb novoseven,,K2,,$2.55,
J7190,,Factor viii,,K2,,$1.12,
J7191,,Factor viii (porcine),,K5,,,
J7192,,Factor viii recombinant nos,,K2,,$1.54,
J7193,,Factor ix non-recombinant,,K2,,$1.34,
J7194,,Factor ix complex,,K2,,$1.66,
J7195,,Factor ix recombinant nos,,K2,,$1.84,
J7196,,Antithrombin recombinant,,K5,,,
J7197,,Antithrombin iii injection,,K2,,$3.96,
J7198,,Anti-inhibitor,,K2,,$2.36,
J7200,,Factor ix recombinan rixubis,,N1,,,
J7201,,Factor ix alprolix recomb,,K2,,$3.58,
J7202,,Factor ix idelvion inj,,K2,,$5.21,
J7203,,Factor ix recomb gly rebinyn,,K2,,$4.39,
J7204,,Inj recombin esperoct per iu,,K2,,$2.19,
J7205,,Factor viii fc fusion recomb,,K2,,$2.34,
J7207,,Factor viii pegylated recomb,,K2,,$2.10,
J7208,,Inj. jivi 1 iu,,K2,,$2.45,
J7209,,Factor viii nuwiq recomb 1iu,,K2,,$1.24,
J7210,,"Inj, afstyla, 1 i.u.",,K2,,$1.52,
J7211,,"Inj, kovaltry, 1 i.u.",,K2,,$1.48,
J7212,,Factor viia recomb sevenfact,,N1,,,
J7213,,"Inj, ixinity, 1 i.u.",,K2,,$2.20,
J7214,,Altuviiio per factor viii iu,,K2,,$4.64,
J7308,,Aminolevulinic acid hcl top,,K2,,$395.26,
J7309,,"Methyl aminolevulinate, top",,K5,,,
J7310,,Ganciclovir long act implant,,K5,,,
J7311,,"Inj., retisert, 0.01 mg",,K2,,$333.23,
J7312,,Dexamethasone intra implant,,K2,,$205.56,
J7313,,"Inj., iluvien, 0.01 mg",,K2,,$493.68,
J7314,,"Inj., yutiq, 0.01 mg",,K2,,$525.89,
J7315,,Ophthalmic mitomycin,,N1,,,
J7316,,"Inj, ocriplasmin, 0.125 mg",,N1,,,
J7318,,"Inj, durolane 1 mg",,K2,,$6.70,
J7320,,"Genvisc 850, inj, 1mg",,K2,,$6.17,
J7321,,Hyalgan supartz visco-3 dose,,N1,,,
J7322,,Hymovis injection 1 mg,,K2,,$17.42,
J7323,,Euflexxa inj per dose,,K2,,$120.68,
J7324,,Orthovisc inj per dose,,K2,,$92.14,
J7325,,Synvisc or synvisc-one,,K2,,$9.16,
J7326,,Gel-one,,K2,,$526.38,
J7327,,Monovisc inj per dose,,K2,,$564.65,
J7328,,Gelsyn-3 injection 0.1 mg,,N1,,,
J7329,,"Inj, trivisc 1 mg",,K2,,$6.10,
J7331,,"Synojoynt, inj., 1 mg",,N1,,,
J7332,,"Inj., triluron, 1 mg",,K2,,$10.09,
J7336,,Capsaicin 8% patch,,K2,,$3.33,
J7340,,Carbidopa levodopa ent 100ml,,K2,,$235.95,
J7342,,Ciprofloxacin otic susp 6 mg,,N1,,,
J7345,,"Aminolevulinic acid, 10% gel",,K2,,$1.72,
J7351,,Inj bimatoprost itc imp1mcg,,K2,,$209.89,
J7352,,"Afamelanotide implant, 1 mg",,K2,,"$2,873.33",
J7353,,Anacaulase-bcdb 8.8% gel 1 g,,K2,,$56.99,
J7354,,"Cantharidin top, applicator",,K2,,$711.75,
J7355,,Inj travoprost intra impl,,K2,,$197.16,
J7402,,Mometasone sinus sinuva,,K2,,$11.35,
J7500,,Azathioprine oral 50mg,,N1,,,
J7501,,Azathioprine parenteral,,K2,,$228.97,
J7502,,Cyclosporine oral 100 mg,,N1,,,
J7503,,Tacrol envarsus ex rel oral,,N1,,,
J7504,,Lymphocyte immune globulin,,K2,,"$4,355.73",$568.12
J7505,,Monoclonal antibodies,,K5,,,
J7507,,Tacrolimus imme rel oral 1mg,,N1,,,
J7508,,Tacrol astagraf ex rel oral,,N1,,,
J7509,,Methylprednisolone oral,,N1,,,
J7510,,Prednisolone oral per 5 mg,,N1,,,
J7511,,Antithymocyte globuln rabbit,,K2,,$950.26,
J7512,,Prednisone ir or dr oral 1mg,,N1,,,
J7513,,"Daclizumab, parenteral",,K5,,,
J7514,,Mycophenol (myhibbin) 100 mg,,N1,,,
J7515,,Cyclosporine oral 25 mg,,N1,,,
J7516,,"Inj, cyclosporine 250mg",,N1,,,
J7517,,Mycophenolate mofetil oral,,N1,,,
J7518,,Mycophenolic acid,,N1,,,
J7519,,Inj. mycophenolate mofetil,,N1,,,
J7520,,"Sirolimus, oral",,N1,,,
J7525,,Tacrolimus injection,,K2,,$254.67,
J7527,,Oral everolimus,,N1,,,
J7599,,Immunosuppressive drug noc,,N1,,,
J7665,,Mannitol for inhaler,,N1,,,
J7674,,"Methacholine chloride, neb",,N1,,,
J7799,,Non-inhalation drug for dme,,N1,,,
J7999,,"Compounded drug, noc",,N1,,,
J8501,,Oral aprepitant,,N1,,,
J8510,,Oral busulfan,,K2,,$84.21,
J8522,,"Capecitabine, oral, 50 mg",,K2,,$0.04,
J8530,,Cyclophosphamide oral 25 mg,,N1,,,
J8540,,Oral dexamethasone,,N1,,,
J8541,,"Oral, hemady, 0.25 mg",,N1,,,
J8560,,Etoposide oral 50 mg,,N1,,,
J8562,,Oral fludarabine phosphate,,K5,,,
J8565,,Gefitinib oral,,K5,,,
J8597,,Antiemetic drug oral nos,,N1,,,
J8600,,Melphalan oral 2 mg,,K5,,,
J8610,,Methotrexate oral 2.5 mg,,N1,,,
J8611,,Oral methotrexate (jylamvo),,K2,,$18.97,
J8612,,Oral methotrexate (xatmep),,K2,,$20.71,
J8650,,Nabilone oral,,K5,,,
J8655,,"Oral netupitant, palonosetro",,K2,,$399.87,$76.10
J8670,,"Rolapitant, oral, 1mg",,K2,,$1.62,
J8700,,Temozolomide,,N1,,,
J8705,,Topotecan oral,,N1,,,
J9000,,Doxorubicin hcl injection,,N1,,,
J9015,,Aldesleukin injection,,K2,,"$5,301.26",
J9017,,Arsenic trioxide injection,,K2,,$4.68,
J9019,,Erwinaze injection,,K5,,,
J9020,,"Asparaginase, nos",,K5,,,
J9021,,"Inj, aspara, rylaze, 0.1 mg",,K2,,$54.14,$10.58
J9022,,"Inj, atezolizumab,10 mg",,K2,,$88.22,
J9023,,"Injection, avelumab, 10 mg",,K2,,$96.95,
J9025,,Azacitidine injection,,N1,,,
J9026,,"Inj, tarlatamab-dlle, 1 mg",,K2,,"$1,575.42",
J9027,,Clofarabine injection,,K2,,$8.46,
J9028,,"Inj, nogapendekin pmln, 1mcg",,K2,,$94.87,
J9029,,"Instill adstiladrin, tx dose",,K2,,"$63,402.04",
J9030,,Bcg live intravesical 1mg,,N1,,,
J9032,,"Injection, belinostat, 10mg",,K2,,$50.28,
J9033,,"Inj, bendamustine hcl, 1mg",,K2,,$1.80,
J9034,,"Inj., bendeka 1 mg",,K2,,$13.45,
J9035,,Bevacizumab injection,,K2,,$73.19,
J9036,,Inj. belrapzo/bendamustine,,K2,,$17.13,
J9037,,Inj belantamab mafodot blmf,,K2,,$41.73,
J9039,,"Injection, blinatumomab",,K2,,$152.51,$29.41
J9040,,Bleomycin sulfate injection,,N1,,,
J9041,,"Injection, bortezomib, 0.1mg",,N1,,,
J9042,,Brentuximab vedotin inj,,K2,,$248.93,$45.49
J9043,,Cabazitaxel injection,,K2,,$224.09,
J9045,,Carboplatin injection,,N1,,,
J9046,,"Inj, bortezomib, dr. reddy's",,K2,,$4.91,
J9047,,"Injection, carfilzomib, 1 mg",,K2,,$51.97,$9.74
J9048,,"Inj, bortezomib freseniuskab",,K2,,$16.50,
J9049,,"Inj, bortezomib, hospira",,N1,,,
J9050,,Carmustine injection,,K2,,$255.32,
J9051,,"Inj, bortezomib (maia)",,K5,,,
J9052,,"Inj, carmustine (accord)",,K2,,$0.05,
J9055,,Cetuximab injection,,K2,,$77.10,
J9056,,"Inj, vivimusta, 1 mg",,K2,,$28.65,
J9057,,"Inj., copanlisib, 1 mg",,K2,,$89.16,
J9060,,Cisplatin 10 mg injection,,N1,,,
J9061,,"Inj, amivantamab-vmjw",,K2,,$21.56,$4.13
J9063,,"Inj, elahere, 1 mg",,K2,,$68.11,
J9064,,"Inj, cabazitaxel (sandoz)",,K5,,,
J9065,,Inj cladribine per 1 mg,,K2,,$11.27,
J9071,,Inj cyclophosphamd auromedic,,K2,,$0.70,
J9072,,Inj cyclophos avyxa 5mg,,K5,,,
J9073,,Inj cyclophosphamd (ingenus),,K2,,$2.19,$0.37
J9074,,"Inj, cyclophosphamd, sandoz",,K2,,$4.35,
J9075,,"Inj, cyclophosphamide, nos",,K2,,$0.88,
J9076,,"Inj, cyclophos (baxter) 5mg",,K5,,,
J9098,,Cytarabine liposome inj,,K5,,,
